ID_investigadores,Nombre,A1,A2,N_pub_autor_principal,N_pub_total,Ratio,Proyecto,género,ofos,fos,fos_rec,tipo_inv,area WOS1,area WOS2,area WOS3,area WOS4,area WOS5,area WOS6,institución_trabaja,,,,,
56841333600,Melanie,Oertel,,1,2,"50,0",,F,2,Ciencias sociales,5,I2,Sociology,Hydrology,,,,,Pontificia Universidad Católica de Chile,,,,,
6601975681,Olga,Barbosa,,0,2,"0,0",,F,4,Ciencias Naturales,1,I2,Biology,Biology,Biology,,,,Universidad Austral de Chile,,,,,
35109557600,Ovidio,Melo,Jara,1,2,"50,0",,M,1,Ciencias agrícolas,4,I2,Cultivation of Land, Horticulture,,,,,Universidad de Concepción,, Regional Planning,Human Geography,,
56055936800,Pablo,Álvarez,Latorre,0,2,"0,0",,M,4,Ciencias Naturales,1,I2,Hydrology,Cultivation of Land, Horticulture,Environmental Engineering,,,Universidad de La Serena,,,,,
18635140500,Pablo,Pastén,González,0,2,"0,0",FONDECYT,M,3,Ingeniería y tecnología,2,I2,--,Civil Engineering,Environmental Engineering,,,,Pontificia Universidad Católica de Chile,,,,,
7003737536,Pedro,Toledo,Ramírez,0,2,"0,0",,M,3,Ingeniería y tecnología,2,I2,Chemical Process Engineering,Chemical Process Engineering,Chemical Process Engineering,,,,Universidad de Concepción,,,,,
8937986100,Pedro,Tume,Zapata,0,2,"0,0",,M,4,Ciencias Naturales,1,I2,Hydrology,Hydrology,Chemistry,,,,Universidad Católica de la Santísima Concepción,,,,,
16069813400,Rafael,Rubilar,,1,2,"50,0",,M,1,Ciencias agrícolas,4,I2,Forestry and Wood Industry,Forestry and Wood Industry,,,,,Universidad de Concepción,,,,,
55630059700,Richard,Leboeuf,,2,2,"100,0",,M,3,Ingeniería y tecnología,2,I2,Economics,Electrical Engineering, Electronics, Information Engineering,Mechanical Engineering,Mechanical Engineering,Universidad de Los Andes,,,,,
7005818340,Roberto,Godoy,Bórquez,0,2,"0,0",,M,4,Ciencias Naturales,1,I2,Biology,Agriculture and Forestry, Fishery not elsewhere classified,,,,Universidad Austral de Chile,,,,,
55662508800,Rodrigo,Fuster,Gómez,1,2,"50,0",,M,1,Ciencias agrícolas,4,I2,Environmental Engineering,Cultivation of Land, Horticulture,Environmental Engineering,,,Universidad de Chile,,,,,
56150126400,Romina,Mendoza,Mendoza,1,2,"50,0",,F,1,Ciencias agrícolas,4,I2,Forestry and Wood Industry,,,,,,Universidad de Talca,,,,,
6506610202,Rómulo,Oses,Pedraza,0,2,"0,0",FONDECYT,M,1,Ciencias agrícolas,4,I2,Forestry and Wood Industry,Biology,Biology,,,,Centro de Estudios Avanzados en Zonas Áridas,,,,,
55659922800,Sandra,Cortés,Arancibia,1,2,"50,0",,F,4,Ciencias Naturales,1,I2,Biology,Veterinary Medicine,Political Science,,,,Pontificia Universidad Católica de Chile,,,,,
26040903300,Santiago,Montserrat,Michelini,0,2,"0,0",,M,4,Ciencias Naturales,1,I2,Civil Engineering,Physics, Astronomy,,,,Universidad de Chile,,,,,
55519846100,Sebastián,Cisternas,,0,2,"0,0",,M,3,Ingeniería y tecnología,2,I2,Geodesy, Surveying,Computer Sciences,,,,Centro de Estudios Científicos,,,,,
10663,Wolf,Von Igel,,0,2,"0,0",,M,3,Ingeniería y tecnología,2,I2,"Hydrology,Geology, Mineralogy,Economics",,,,,,Monitoreass,,,,,
35220618300,Yasna,Tapia,Fernández,0,2,"0,0",,F,1,Ciencias agrícolas,4,I2,Cultivation of Land, Horticulture,Food Technology,Chemistry,,,Universidad de Chile,,,,,
56200652700,Adriano,Rovira,,0,1,"0,0",,M,2,Ciencias sociales,5,I3,Economics,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography,Universidad Austral de Chile,, Regional Planning,,,
8323912200,Alejandra,Zúñiga,Feest,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Biology,Biology,,,,,Universidad Austral de Chile,,,,,
22938373600,Alejandro,León,Stewart,0,1,"0,0",FONDECYT,M,1,Ciencias agrícolas,4,I3,Economics,Cultivation of Land, Horticulture,Soil science,,,Universidad de Chile,,,,,
8700108300,Alejandro,Rojas,,1,1,"100,0",,M,3,Ingeniería y tecnología,2,I3,Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Universidad de Concepción, Horticulture,,,,
24537307800,Alexandra,Jacquin,,1,1,"100,0",FONDECYT,F,3,Ingeniería y tecnología,2,I3,Civil Engineering,Civil Engineering,,,,,Pontificia Universidad Católica de Valparaíso,,,,,
54391571300,Amparo,Parra,Berrios,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Environmental Engineering,,,,,,Universidad de La Serena,,,,,
55091343200,Ana María,Sancha,Fernández,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Chemistry,Chemistry,,,,,Universidad de Chile,,,,,
56382128400,Andrés,De la Fuente,D.,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,,,,,Universidad de Chile,,,,,
18134601100,Arturo,Reyes,,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,Chemistry,--,,,,,Centro de Investigación Científico Tecnológico para la Minería ,,,,,
7005677213,Ben,Brock,,0,1,"0,0",s.i.,M,2,Ciencias sociales,5,I3,Human Geography, Regional Geography, Regional Planning,Interdisciplinary Geosciences not elsewhere classified,,,Centro de Estudios Científicos,,,,,
57192123165,Brian,Townley,,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Geology, Mineralogy,Geology, Mineralogy,Geology, Mineralogy,Universidad de Chile,,,,,
22984685600,Carlos,Esse,Herrera,1,1,"100,0",,M,1,Ciencias agrícolas,4,I3,Human Geography, Regional Geography, Regional Planning,Forestry and Wood Industry,Forestry and Wood Industry,,Universidad Católica de Temuco,,,,,
26432310200,Carolina,Soto,,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Biology,Biology,,,,,Universidad Católica de la Santísima Concepción,,,,,
36053387300,Carolina,Meruane,Naranjo,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Soil science,Civil Engineering,Physics, Astronomy,,,Universidad de Chile,,,,,
37111391600,Celerino,Quezada,,1,1,"100,0",,M,1,Ciencias agrícolas,4,I3,Forestry and Wood Industry,Cultivation of Land, Horticulture,Hydrology,,,Universidad de Concepción,,,,,
6603578229,Cristián,Echeverría,Leal,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Forestry and Wood Industry,Forestry and Wood Industry,--,,,,Universidad de Concepción,,,,,
11130660,Daniela,Rivera,Bravo,,1,,FONDECYT,F,2,Ciencias sociales,5,I3,,,,,,,,,,,,
56081126000,Danny,Carvajal,López,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Biology,Biology,,,,,Universidad de La Serena,,,,,
36158775600,David,Watts,Casimis,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,--,--,--,--,Electrical Engineering, Electronics,Pontificia Universidad Católica de Chile,,,,,
22136384100,Diana,Quevedo,Tejada,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Hydrology,Civil Engineering,Civil Engineering,Civil Engineering,,,Universidad de Santiago de Chile,,,,,
25927809900,Diego,Caamaño,Avendaño,1,1,"100,0",,M,3,Ingeniería y tecnología,2,I3,Civil Engineering,Civil Engineering,,,,,Universidad Católica de la Santísima Concepción,,,,,
25822747600,Diego,Rivera,Salazar,3,1,"300,0",,M,1,Ciencias agrícolas,4,I3,Civil Engineering,Cultivation of Land, Horticulture,,,,Universidad de Concepción,,,,,
34768062200,Dorota,Dec,,1,1,"100,0",,F,1,Ciencias agrícolas,4,I3,Interdisciplinary Geosciences,Cultivation of Land, Horticulture,,,,Universidad Austral de Chile,,,,,
14065009600,Edmundo,Muñoz,Alvear,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering,Environmental Engineering,,,Universidad Andrés Bello,,,,,
24765049600,Eduardo,Leiva,,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,--,Chemistry,--,,,,Pontificia Universidad Católica de Chile,,,,,
6602191993,Eduardo,Varas,Castellón,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,--,Civil Engineering,Mathematics,--,,,Pontificia Universidad Católica de Chile,,,,,
55314354600,Elisabeth,Lictevout,,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Electrical Engineering, Electronics, Information Engineering,Technical Sciences not elsewhere classified,Hydrology,Hydrology,Universidad de Concepción,,,,,
11440458900,Elizabeth,González,,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Chemistry,Chemistry,,,,,Universidad Católica de la Santísima Concepción,,,,,
56906609100,Enrique,Álvarez,Hernández,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,Civil Engineering,Chemical Process Engineering,Civil Engineering,,,,Universidad Diego Portales,,,,,
35108881700,Felipe,De la Hoz,Mardones,1,1,"100,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,,,Universidad de Concepción,,,,,
56293348800,Felisa,Barrera,,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Environmental Engineering,,,,,,Earth Science Consultants,,,,,
56144722400,Félix,Pérez,,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Hydrology,,,,,,Hídrica Consultores,,,,,
56609981700,Francisco,Ferrando,Acuña,1,1,"100,0",,M,2,Ciencias sociales,5,I3,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning,Universidad de Chile,,,,,
56382514300,Gloria,Lillo,,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering,,,,Universidad de Chile,,,,,
16310638100,Gonzalo,Rebolledo,,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering,,,,Universidad Católica de Temuco,,,,,
15755545800,Horacio,Gilabert,Peralta,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Economics,Forestry and Wood Industry,Forestry and Wood Industry,,,,Pontificia Universidad Católica de Chile,,,,,
56458932600,Ivo,Fustos,Toribio,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Physics, Astronomy,Physics, Astronomy,Geology, Mineralogy,Universidad de Concepción,,,,,
7102297218,Jacobus,Le Roux,,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,--,,,,,,Universidad de Chile,,,,,
120172,Jaime,Hernández,,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,"Geodesy, Surveying,Forestry and Wood Industry,Forestry and Wood Industry",,,,,,Universidad de Chile,,,,,
7003352967,Jorge,Jara,Ramírez,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,--,,Universidad de Concepción,,,,,
8865507700,Jorge,Nimptsch,Maas,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,Biology,--,,,,,Universidad Austral de Chile,,,,,
55605895900,Jorge,Rojas,Hernández,0,1,"0,0",,M,2,Ciencias sociales,5,I3,Sociology,Sociology,,,,,Universidad de Concepción,,,,,
57190672709,Jorge,Hernández,,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Geodesy, Surveying,,,,,Centro de Estudios Científicos,,,,,
26431392800,Jorge,León,Muñoz,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Agriculture and Forestry, Fishery not elsewhere classified,Forestry and Wood Industry,,,,Universidad de Concepción,,,,,
15761135800,José Antonio,Yuri,Salomón,0,1,"0,0",,,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,,,Universidad de Talca,,,,,
6504439865,Juan,Flores,,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Forestry and Wood Industry,Civil Engineering,,,,,Ministerio de Agricultura,,,,,
6504441426,Juan Carlos,Parra,Aravena,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Physics, Astronomy,Physics, Astronomy,Environmental Engineering,,Universidad de La Frontera,,,,,
6603171626,Julio,Haberland,,1,1,"100,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,,,Universidad de Chile,,,,,
12763990000,Leandro,Paulino,,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Forestry and Wood Industry,Forestry and Wood Industry,Biology,,,,Universidad de Concepción,,,,,
120220,Leonardo,Romero,Aránguiz,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,Chemical Process Engineering,Chemical Process Engineering,,,,,Universidad Católica del Norte,,,,,
35608752800,Liubow,González,,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Geology, Mineralogy,Hydrology,--,,,Universidad de Concepción,,,,,
35097125400,María,Fragkou,,1,1,"100,0",,F,4,Ciencias Naturales,1,I3,Environmental Engineering,Chemistry,Environmental Engineering,,,,Universidad de Chile,,,,,
35188780700,María Alejandra,Engler,Palma,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Economics,Economics,,,,,Universidad de Talca,,,,,
7101747340,María Pía,Mena,Patri,0,1,"0,0",,F,3,Ingeniería y tecnología,2,I3,Civil Engineering,Environmental Engineering,,,,,Universidad de Chile,,,,,
26025227500,Mario,Lillo,Saavedra,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Universidad de Concepción,,,,,
35389550600,Martín,Reich,Morales,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Geology, Mineralogy,,,,,Universidad de Chile,, Regional Geography, Regional Planning,,
36967701900,Mauricio,Zúñiga,Sánchez,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Universidad de Talca,,,,,
22985490100,Mirtha,Latsague,,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Biology,Biology,,,,,Universidad Católica de Temuco,,,,,
55543104100,Octavio,Rojas,Vilches,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,History, Archaeology,Environmental Engineering,,,,Universidad de Concepción,,,,,
7102630622,Pablo,Marquet,,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Biology,Biology,,,,,Pontificia Universidad Católica de Chile,,,, Regional Geography, Regional Planning
56629149600,Pablo,Osses,McIntyre,0,1,"0,0",,M,2,Ciencias sociales,5,I3,Human Geography, Regional Geography, Regional Planning,Economics,,,Pontificia Universidad Católica de Chile,,,,,
10534,Pamela,Sanchez,,1,1,"100,0",,F,4,Ciencias Naturales,1,I3,Biology,Agriculture and Forestry, Fishery not elsewhere classified,Biology,,,Agua Marina,,,,,
55436925600,Pedro,Arriagada,Sanhueza,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,--,,,,,,Universidad de Concepción,,,,,
7102678786,Ricardo,Márquez,Berasain,0,1,"0,0",,M,3,Ingeniería y tecnología,2,I3,Electrical Engineering, Electronics, Information Engineering,,,,Universidad de Antofagasta,,,,,
56228802300,Rodrigo,Riquelme,Salazar,0,1,"0,0",,M,4,Ciencias Naturales,1,I3,Geology, Mineralogy,Geology, Mineralogy,Environmental Engineering,,Universidad Católica del Norte,,,,,
6602208679,Sergio,Acuña,Nelson,1,1,"100,0",,M,3,Ingeniería y tecnología,2,I3,Food Technology,Chemical Process Engineering,,,,,Universidad del Bío Bío,,,,,
8694415200,Sergio,Sepúlveda,Valenzuela,1,1,"100,0",,M,4,Ciencias Naturales,1,I3,Environmental Engineering,--,Geology, Mineralogy,Geology, Mineralogy,Universidad de Chile,,,,,
15021495900,Sofía,Rebolledo,Lemus,0,1,"0,0",,F,4,Ciencias Naturales,1,I3,Geology, Mineralogy,Geology, Mineralogy,,,Universidad de Chile,,,,,
24351562900,Víctor,García,de Cortázar,0,1,"0,0",,M,1,Ciencias agrícolas,4,I3,Cultivation of Land, Horticulture,--,,,,Universidad de Chile,,,,,
56200954900,Yerko,Castillo,Ávalos,1,1,"100,0",,M,2,Ciencias sociales,5,I3,Agriculture and Forestry, Fishery not elsewhere classified,Hydrology,,,,Universidad Austral de Chile,,,,,
