ID_investigadores,nombrecompleto,carrera_rec,categoria_grado,institucion_estudio,institucion_estudio_rec,pais_rec,especializacion,ofos1_rec,ambito_trabajo,institucion_trabaja,institucion_trabaja_rec,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
24759068600,Shelley MacDonell,"Licenciado en Geografía,Doctor en Geografía","1,4",University of Otago,#N/A,nz,"Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2",1,Centro de Estudios Avanzados en Zonas Áridas,823728,Investigador,#s.i.,#s.i.,La Serena,4,4,6,6,49,18.38,4
24765049600,Eduardo Leiva,"Máster en Ciencias de la Ingeniería,Bioquímico,Doctor en Ciencias de la Ingeniería","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","67,67,67","ch,ch,ch","--,Chemistry,--","3,4,3",1,Pontificia Universidad Católica de Chile,67,Profesor Asistente ,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental ,Santiago,1,14,1,1,10,4.01,4
25222233500,María Yeber,"Doctor en Ciencias Ambientales, mención Tratamiento de Aguas Residuales",4,Universidad de Concepción,127,ch,Environmental Engineering,3,1,Universidad Católica de la Santísima Concepción,103,Profesora,Facultad de Ciencias,Departamento de Química Ambiental,Concepción,7,8,3,3,9,3.36,3
25223032200,César Huiliñir Curio,"Doctor en Ciencias de la Ingeniería, mención Ingeniería Química",4,Universidad de Concepción,127,ch,Chemical Process Engineering,3,1,Universidad de Santiago de Chile,170,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Química,Santiago,1,14,4,0,4,11.73,
25633679100,Andrew  Harris,"Arquitecto,Máster Arquitectura del Paisaje","1,3","Pontificia Universidad Católica de Chile,Universidad Politécnica de Cataluña","67,226","ch,es","Architecture,Architecture","3,3",1,Universidad Diego Portales,190,Académico ,"Facultad de Arquitectura, Arte y Diseño",Escuela de Arquitectura,Santiago,1,14,2,0,7,0,
25822747600,Diego Rivera Salazar,"Ingeniero Civil,Doctor en Ingeniería Agrícola","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Civil Engineering,Cultivation of Land, Horticulture","3,1",1,Universidad de Concepción,127,Profesor asistente,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Chillán,3,8,24,16,48,14.99,1
25927809900,Diego Caamaño Avendaño,"Ingeniero Civil,Doctor en Ingeniería Civil","1,4","Universidad de Concepción,University of Idaho","127,260","ch,usa","Civil Engineering,Civil Engineering","3,3",1,Universidad Católica de la Santísima Concepción,103,Académico ,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,3,3,41,0.61,4
26024618900,Camila Álvarez Garretón,"Máster en Ingeniería, Hidrología y Recursos Hídricos,Ingeniero Civil,Doctor en Ingeniería, Hidrología y Recursos Hídricos","3,1,4","Universidad de Chile,Universidad de Chile,University of Melbourne","125,125,271","ch,ch,aus","Hydrology,Civil Engineering,Hydrology","4,3,4",1,Universidad de Chile,125,Investigador Postdoctoral,Centro de Ciencia del Clima y la Resiliencia,#s.i.,Santiago,1,14,1,1,11,3.48,4
26025227500,Mario Lillo Saavedra,"Máster en Ingeniería Eléctrica,Ingeniero Civil Eléctrico,Doctor en Ingeniería Informática","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad Politécnica de Madrid","127,127,227","ch,ch,es","Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Computer Sciences","3,3,4",1,Universidad de Concepción,127,Profesor titular,Facultad de Ingeniería Agrícola,Departamento de Mecanización y Energía,Chillán,3,8,3,2,4,1.77,3
26040903300,Santiago Montserrat Michelini,"Ingeniero en Hidráulica Sanitaria y Ambiental,Doctorado en Fluidodinámica","1,4","Universidad de Chile,Universidad de Chile","125,125","ch,ch","Civil Engineering,Physics, Astronomy","3,4",1,Universidad de Chile,125,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,2,2,8,6.84,3
26326508000,Guido Soto,Ingeniero Forestal,1,Universidad de Chile,125,ch,Forestry and Wood Industry,1,1,Centro del Agua para Zonas Áridas de América Latina y el Caribe,823730,Asesor científico,#s.i.,#s.i.,La Serena,4,4,5,5,29,10.31,4
26431392800,Jorge León Muñoz,"Ingeniero Acuícola,Doctor en Ciencias Forestales","1,4","Universidad Austral de Chile,Universidad Austral de Chile","94,94","ch,ch","Agriculture and Forestry, Fishery not elsewhere classified,Forestry and Wood Industry","1,1",1,Universidad de Concepción,127,Académico,Facultad de Ciencias Forestales,Departamento de Manejo de Bosques y Medio Ambiente,Concepción,7,8,1,0,5,3.51,
26432310200,Carolina Soto,"Máster en Ciencias Biomédicas, mención en microbiología,Biólogo Marino","3,1","Universidad de Talca,Universidad Católica de la Santísima Concepción","174,103","ch,ch","Biology,Biology","4,4",1,Universidad Católica de la Santísima Concepción,103,Docente Asociado,Facultad de Ciencias,#s.i.,Concepción,7,8,1,1,6,1.12,4
33568256900,Carlos Poblete Echeverría,"Ingeniero Agrónomo,Doctor en Ciencias Agrarias","1,4","Universidad de Talca,Universidad de Talca","174,174","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Pontificia Universidad Católica de Valparaíso,69,Profesor,Facultad de Ciencias Agronómicas y de los Suelos,Escuela de Agronomía,Valparaíso,6,5,3,1,42,4.78,4
34768062200,Dorota Dec,"Máster en Protección Ambiental,Doctor en Ciencias Agrícolas","3,4","Universidad Técnica de Lublin,Universidad de Cristian Albrechts de Kiel","237,129","po,al","Interdisciplinary Geosciences,Cultivation of Land, Horticulture","4,1",1,Universidad Austral de Chile,94,Profesor Adjunto ,Facultad de Ciencias Agrarias,Instituto de Ingeniería Agraria y Suelos ,Valdivia,17,10,1,1,10,2.9,1
35097125400,María Fragkou,"Máster en Tecnología Ambiental,Licenciado en Química,Doctor en Ciencias Ambientales","3,1,4","Imperial College London,Universidad Aristotélica de Tesalónica,Universidad Autónoma de Barcelona","38,92,96","uk,gre,es","Environmental Engineering,Chemistry,Environmental Engineering","3,4,3",1,Universidad de Chile,125,Profesor Titular,Facultad de Arquitectura y Urbanismo,Departamento de Geografía,Santiago,1,14,1,1,11,3.63,2
35108881700,Felipe De la Hoz Mardones,"Ingeniero Civil Agrícola ,Doctor en Ciencias Agrícolas ","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Concepción,127,Director General,Centro del Agua para la Agricultura,#s.i.,San Fernando,23,8,1,0,1,0,1
35109202300,Nicole Kretschmer,"Máster en Ciencias,Ingeniero Civil, mención en Manejo de Recursos Hídricos,Doctor en Recursos Hídricos y Medioambiente","3,1,4","Universidad de Stuttgart,Universidad Aplicada de Aquisgrán,Universidad de Stuttgart","173,91,173","al,al,al","--,Hydrology,Hydrology","4,4,4",1,Centro de Estudios Avanzados en Zonas Áridas,823728,Investigador asociado,#s.i.,#s.i.,La Serena,4,4,10,9,47,16.26,4
35109557600,Ovidio Melo Jara,Ingeniero Civil Agrícola,1,Universidad de Concepción,127,ch,"Cultivation of Land, Horticulture",1,1,Universidad de Concepción,127,Jefe Unidad de Proyectos,Facultad de Ingeniería Agrícola,Departamento de Recursos Hídricos,Chillán,3,8,2,0,1,0,
35180254000,Matías Peredo Parada,"Máster en Gestión y Planificación de Recursos Hídricos,Ingeniero Civil Hidráulico,Doctor en Ingeniería Hidráulica y Medio Ambiente","3,1,4","Universidad Politécnica de Valencia,Universidad de Chile,Universidad Politécnica de Valencia","228,125,228","es,ch,es","Hydrology,Civil Engineering,Civil Engineering","4,3,3",1,Universidad de Santiago de Chile,170,Profesor Asistente ,Facultad de Ingenieria,Departamento de Ingeniería en Obras Civiles ,Santiago,1,14,5,5,25,7.58,4
35188780700,María Alejandra Engler Palma,"Ingeniero Comercial,Doctor en Economía Agraria","1,4","Universidad de Concepción,Colorado State University","127,15","ch,usa","Economics,Economics","2,2",1,Universidad de Talca,174,Profesor Asociado,Facultad de Ciencias Agrarias,#s.i.,Talca,5,7,1,0,4,3.11,
35220618300,Yasna Tapia Fernández,"Máster en Fertilizantes y Medio Ambiente,Ingeniero en Alimentos,Doctor en Química Agrícola, Alimentaria y Ambiental","3,1,4","Universidad Autónoma de Madrid,Universidad de Santiago de Chile,Universidad Autónoma de Madrid","98,170,98","es,ch,es","Cultivation of Land, Horticulture,Food Technology,Chemistry","1,3,4",1,Universidad de Chile,125,Profesor Asistente,Facultad de Ciencias Agronómicas,Departamento de Ingeniería y Suelos,Santiago,1,14,2,1,5,3.88,4
35389550600,Martín Reich Morales,Geólogo,1,Universidad de Concepción,127,ch,"Geology, Mineralogy",4,1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,0,3,2.47,
35608275900,Jorge Oyarzún Muñoz,"Doctor en Metalogénesis,Geólogo,Doctor en Ciencias Naturales y Geoquímica","4,1,4","Universidad de París XI,Universidad de Chile,Universidad de París XI","162,125,162","fr,ch,fr","Metallurgy,Geology, Mineralogy,Chemistry","3,4,4",1,Universidad de La Serena,148,Profesor Titular,Facultad de Ingeniería,Departamento de Ingeniería de Minas ,La Serena,4,4,12,12,69,20.99,4
35608752800,Liubow González,"Geólogo,Hidrogeólogo,Máster en Ingeniería","1,1,3","Universidad Estatal de Suslov,Escuela Superior de Prospección Geológica,Universidad Estatal de Suslov","193,30,193","ru,ucra,ru","Geology, Mineralogy,Hydrology,--","4,4,3",1,Universidad de Concepción,127,Profesor ,Facultad de Ciencias Químicas,Departamento de Ciencias de la Tierra,Concepción,7,8,1,1,3,1.74,4
36053387300,Carolina Meruane Naranjo,"Doctor en Ciencias de la Tierra,Ingeniero Civil, mención Hidráulica, Sanitaria y Ambiental,Doctor en Fluidodinámica","4,1,4","Universidad Blaise Pascal, Clermont-Ferrand,Universidad de Chile,Universidad de Chile","100,125,125","fr,ch,ch","Soil science,Civil Engineering,Physics, Astronomy","1,3,4",1,Universidad de Chile,125,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,1,1,2,4.09,
36084443400,David Figueroa,"Máster en Ciencias, mención Limnología ,Biólogo,Doctor en Ciencias Biológicas","3,1,4","Universidad Austral de Chile,,University of London",#N/A,"ch, in","Biology,Biology,Biology","4,4,4",1,Universidad Católica de Temuco,104,"Profesor, Investigador",Facultad de Recursos Naturales, Escuela de Ciencias Ambientales,Temuco,13,9,2,2,2,1.22,4
36099817900,Carlos Bonilla Meléndez,"Máster en Ingeniería Hidráulica,Ingeniero Agrónomo,Ingeniería Civil, mención Hidráulica,Doctor en Ciencias del Suelo","3,1,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,University of Wisconsin, Madison","67,67,67,296","ch,ch,ch,usa","Civil Engineering,Cultivation of Land, Horticulture,Civil Engineering,Forestry and Wood Industry","3,1,3,1",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental ,Santiago,1,14,11,10,59,28.63,1
36158775600,David Watts Casimis,"Master of Arts,Máster en Ciencias de la Ingeniería,Máster en Ciencias,Ingeniero Civil Industrial,Doctor en Ingeniería Eléctrica","3,3,3,1,4","University of Wisconsin, Madison,Pontificia Universidad Católica de Chile,University of Wisconsin, Madison,Pontificia Universidad Católica de Chile,University of Wisconsin, Madison","296,67,296,67,296","usa,ch,usa,ch,usa","--,--,--,--,Electrical Engineering, Electronics, Information Engineering","6,3,4,3,3",1,Pontificia Universidad Católica de Chile,67,Profesor Asistente,Facultad de Ingeniería,Escuela de Ingeniería,Santiago,1,14,1,0,5,0,
36503916100,Angel Contreras,Profesor en Ciencias Naturales y Biología,1,Pontificia Universidad Católica de Chile,67,ch,Biology,4,1,Universidad Católica de Temuco,104,Académico,Facultad de Recursos Naturales, Escuela de Ciencias Ambientales,Temuco,13,9,3,3,5,1.54,4
36727582800,Mauricio Galleguillos Torres,"Máster en Funcionamiento de Ecosistemas,Ingeniero Agrónomo, mención Fruticultura,Doctor en Ciencias Agronómicas","3,3,1,4","Universidad de Montpellier,Universidad de Montpellier,Universidad de Chile,Montpellier SupAgro","156,156,125,57","fr,fr,ch,fr","Biology,Biology,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","4,4,1,1",1,Universidad de Chile,125,Profesor Asistente,Facultad de Ciencias Agronómicas, Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,4,3,46,12.15,4
36880813200,Alberto De la Fuente Stranger,"Ingeniero Civil, mención Hidráulica, Sanitaria y Ambiental,Doctor en Ciencias de la Ingeniería, mención Fluido Dinámica","1,4","Universidad de Chile,Universidad de Chile","125,125","ch,ch","Civil Engineering,Physics, Astronomy","3,4",1,Universidad de Chile,125,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas, Departamento de Ingeniería Civil,Santiago,1,14,9,8,41,18.81,4
36897386600,James McPhee Torres,"Máster en Ciencias,Ingeniero Civil,Doctor en Ingeniería de Recursos Hídricos","3,1,4","University of California,Universidad de Chile,University of California","251,125,251","usa,ch,usa","--,Civil Engineering,Hydrology","4,3,4",1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas, Departamento de Ingeniería Civil,Santiago,1,14,15,12,164,38.44,4
36967701900,Mauricio Zúñiga Sánchez,"Doctor en Ciencias Agrarias,Ingeniero Agrónomo,Licenciado en Agronomía,Máster en Horticultura","4,1,1,3","Universidad de Talca,Universidad de Talca,Universidad de Talca,Universidad de Talca","174,174,174,174","ch,ch,ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1,1",1,Universidad de Talca,174,Investigador,Centro de Investigación y Transferencia en Riego y Agroclimatología,#s.i.,Talca,5,7,1,0,0,0.15,
36987564300,Brian Reid,"Biólogo,Doctor en Ecología","1,4","Cornell University,University of Montana","17,274","usa,usa","Biology,Biology","4,4",1,Centro de Investigación en Ecosistemas de la Patagonia,357,Investigador Residente,#s.i.,#s.i.,Coyhaique,14,12,7,0,41,16.9,
36987929000,Cristian Frêne,"Doctor en Ciencias Biológicas, mención Ecología,Ingeniero Forestal,Máster en Ciencias, mención Recursos Hídricos","4,1,3","Pontificia Universidad Católica de Chile,Universidad de Chile,Universidad Austral de Chile","67,125,94","ch,ch,ch","Biology,Forestry and Wood Industry,Hydrology","4,1,4",1,Instituto de Ecología y Biodiversidad,823733,Coordinador de Investigación,Red Chilena de Investigación Socio-Ecológica a Largo Plazo (LTSER-Chile),#s.i.,Santiago,1,14,4,3,23,4.59,4
37111391600,Celerino Quezada,"Máster en Suelos,Ingeniero Agrónomo,Doctor © en Mejora de Gestión de Recursos Hídricos","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Córdoba","127,127,128","ch,ch,es","Forestry and Wood Industry,Cultivation of Land, Horticulture,Hydrology","1,1,4",1,Universidad de Concepción,127,Profesor Asociado,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,1,1,3,1.47,1
41862238900,Jorge Núñez Cobo,"Máster en Ingeniería Agrícola,Ingeniero Agrónomo,Doctor en Recursos Hídricos","3,1,4","Universidad de Concepción,Pontificia Universidad Católica de Valparaíso,Universidad de Concepción","127,69,127","ch,ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Hydrology","1,1,4",1,Centro del Agua para Zonas Áridas de América Latina y el Caribe,823730,Coordinador de proyectos,#s.i.,#s.i.,La Serena,4,4,7,7,59,17.53,4
51664851200,Pilar Gil,"Ingeniero Agrónomo,Doctor en Ciencias de la Agricultura","1,4","Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Chile","69,67","ch,ch","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Fruticultura y Enología,Santiago,1,14,7,3,11,4.68,1
52663151300,Claudio Bravo Lechuga,"Geógrafo,Máster en Geofísica","1,3","Universidad de Chile,Universidad de Chile","125,125","ch,ch","Human Geography, Regional Geography, Regional Planning,Physics, Astronomy","2,4",1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,4,4,36,9.09,
54391571300,Amparo Parra Berrios,Ingeniero Civil Ambiental ,1,Universidad de La Serena,148,ch,Environmental Engineering,3,1,Universidad de La Serena,148,Profesor,Facultad de Ingeniería,Departamento de Ingeniería de Minas ,La Serena,4,4,1,1,3,1.7,
55091343200,Ana María Sancha Fernández,"Licenciado en Química,Químico","1,1","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","67,67","ch,ch","Chemistry,Chemistry","4,4",1,Universidad de Chile,125,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,1,0,10,4.01,
55173998700,Daniela Carrión,Geógrafo,1,Universidad de Chile,125,ch,"Human Geography, Regional Geography, Regional Planning",2,1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,1,1,11,4.2,
55179443800,Rodrigo Vargas Rona,Geógrafo,1,Universidad de Chile,125,ch,"Human Geography, Regional Geography, Regional Planning",2,1,Universidad de Chile,125,Profesor Asistente,Facultad de Arquitectura y Urbanismo,Escuela de Geografía,Santiago,1,14,1,1,2,1.47,
55180707000,Pablo García Chevesich,"Máster en Hidrología y Manejo de Cuencas,Ingeniero Forestal,Doctor en Ingeniería en Biosistemas","3,1,4","University of Arizona,Universidad de Chile,University of Arizona","247,125,247","usa,ch,usa","Hydrology,Forestry and Wood Industry,Biology","4,1,4",1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Forestales y de la Conservación de la Naturaleza,Departamento Gestión Forestal y su Medio Ambiente,Santiago,1,14,5,5,29,10.59,4
55181420600,Juan Ricardo Figueroa Jara,"Licenciado en Educación,Doctor en Ciencias Biológicas","1,4","Universidad de Concepción,Universidad de Málaga","127,154","ch,es","Educational Sciences,Biology","2,4",1,Universidad de Concepción,127,Coordinador,Centro de Ciencias Ambientales EULA-Chile,Unidad de Sistemas Acuáticos,Concepción,7,8,7,7,36,7.19,4
55314354600,Elisabeth Lictevout,"Máster en Gestión sostenible y protección de los recursos hídricos,Diplomado en Gestión de Riesgo de Desastres,Hidrogeóloga,Máster en Hidrogeología","3,2,1,3","Universidad Técnica de Braunschweig,Universidad Politécnica de Cataluña,Universidad de Montpellier,Universidad de Montpellier","234,226,156,156","al,es,fr,fr","Electrical Engineering, Electronics, Information Engineering,Technical Sciences not elsewhere classified,Hydrology,Hydrology","2,3,4,4",1,Universidad de Concepción,127,Académico,Facultad de Ciencias Forestales, Departamento Manejo de Bosques y Medio Ambiente,Concepción,7,8,1,0,1,0,
55329133700,Lina Castro,"Máster en Ingeniería Sanitaria y Ambiental,Ingeniero Civil,Doctor en Ciencias de la Ingeniería","3,1,4","Universidad del Valle,Universidad del Cauca,Pontificia Universidad Católica de Chile","189,185,67","col,col,ch","Civil Engineering,Civil Engineering,--","3,3,3",1,Pontificia Universidad Católica de Valparaíso,69,Profesor ,Escuela de Ingenieria,#s.i.,Valparaíso,6,5,3,2,9,3.4,3
55436925600,Pedro Arriagada Sanhueza,Máster en Ciencias de la Ingeniería,3,,#N/A,#N/A,--,3,1,Universidad de Concepción,127,Profesor,Facultad de Ciencias Ambientales,Departamento de Ingeniería Ambiental,Concepción,7,8,1,0,0,0,
55452369000,Carolina Morales,"Ingeniero Civil,Ingeniero Forestal,Máster en Ingeniería Agrícola, mención en Recursos Hídricos","1,1,3","Universidad Autónoma de Chile,Universidad de Talca,Universidad de Concepción","97,174,127","ch,ch,ch","Civil Engineering,Forestry and Wood Industry,Cultivation of Land, Horticulture","3,1,1",1,Universidad de Talca,174,Investigador Asociado,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,6,6,19,4.64,4
55452784000,Carlos Vallejos Carrera,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,4,4,25,4.5,1
55454169300,Francisco Balocchi,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,6,6,30,7.9,1
55454216700,Roberto Fuentes Lagos,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador,Natural Disasters Footprint,#s.i.,Talca,5,7,4,4,25,4.5,1
55519846100,Sebastián Cisternas,"Máster en Geomática,Ingeniero Civil en Informática","3,1",Universidad de Santiago de Chile,#N/A,ch,"Geodesy, Surveying,Computer Sciences","3,4",1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,2,2,13,3.57,
55543104100,Octavio Rojas Vilches,"Profesor en Historia y Geografía,Doctor en Ciencias Ambientales","1,4",Universidad de Concepción,#N/A,ch,"History, Archaeology,Environmental Engineering","6,3",1,Universidad de Concepción,127,Investigador ,Centro de Ciencias Ambientales EULA-Chile,Unidad de Planificación Territorial y Sistemas Urbanos,Concepción,7,8,1,1,0,0.24,4
55601794900,Mauricio Zambrano Bigiarini,"Ingeniero Civil,Doctor en Ingeniería Ambiental ","1,4","Universidad de Concepción,Universidad de Trento","127,177","ch,ita","Civil Engineering,Environmental Engineering","3,3",1,Universidad de La Frontera,146,Profesor Titular,Facultad de Ingeniería y Ciencias,Departamento de Ingeniería Civil,Temuco,13,9,4,3,73,10.13,4
55605895900,Jorge Rojas Hernández,"Sociólogo,Doctor en Sociología y Filosofía","1,4","Universidad de Hannover,Universidad de Hannover","142,142","al,al","Sociology,Sociology","2,2",1,Universidad de Concepción,127,Investigador Asociado,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,1,1,0,0.28,2
55630059700,Richard Leboeuf,"Máster en Admininistración de Empresas,Ingeniero Eléctrico,Ingeniero Mecánico,Doctor en Ingeniería Mecánica","3,1,1,4","University of Maryland,New York University,New York University,New York University","269,58,58,58","usa,usa,usa,usa","Economics,Electrical Engineering, Electronics, Information Engineering,Mechanical Engineering,Mechanical Engineering","2,3,3,3",1,Universidad de Los Andes,151,Académico ,Facultad de Ingeniería,#s.i.,Santiago,1,14,2,0,0,3.93,
55659922800,Sandra Cortés Arancibia,"Máster en Ciencias Biológicas, mención Ciencias Ambientales,Médico Veterinario,Doctor en Salud Pública","3,1,4","Universidad de Chile,Universidad de Chile,Universidad de Chile","125,125,125","ch,ch,ch","Biology,Veterinary Medicine,Political Science","4,1,2",1,Pontificia Universidad Católica de Chile,67,Instructor Adjunto,Facultad de Medicina,Departamento de Salud Pública,Santiago,1,14,2,0,49,7.72,
55662508800,Rodrigo Fuster Gómez,"Máster en Ciencia y Tecnología Ambiental,Ingeniero Agrónomo,Doctor en Ciencia y Tecnologías Ambientales","3,1,4","Universidad Autónoma de Barcelona,Universidad de Chile,Universidad Autónoma de Barcelona","96,125,96","es,ch,es","Environmental Engineering,Cultivation of Land, Horticulture,Environmental Engineering","3,1,3",1,Universidad de Chile,125,Profesor Asistente,Facultad de Agronomía,Departamento de Ciencias Ambientales y Recursos Naturales Renovables,Santiago,1,14,2,1,3,1.88,4
55667104800,Katherine Lizama Allende,"Máster en Ciencias de la Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Monash University","67,67,56","ch,ch,aus","--,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,125,Profesor asistente,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,7,4,109,15.33,3
55789695800,Daniel Mora Melia,"Licenciado en Ingeniería Química,Doctor en Hidráulica Ambiental","1,4","Universidad Politécnica de Valencia,Universidad Politécnica de Valencia","228,228","es,es","Chemical Process Engineering,Civil Engineering","3,3",1,Universidad de Talca,174,Profesor Asistente,Facultad de Ingeniería,Escuela de Ingeniería en Construcción,Curicó,15,7,7,0,36,4.7,
55793416500,Eric Sproles,"Máster en Geografía,Licenciado en Artes,Doctor en Hidrología y Ciencias de los Recursos Hídricos","3,1,4","University of Oregon,Florida State University,Oregon State University","281,33,63","usa,usa,usa","Human Geography, Regional Geography, Regional Planning,Arts,Hydrology","2,6,4",1,Centro de Estudios Avanzados en Zonas Áridas,823728,Investigador Asociado,#s.i.,#s.i.,La Serena,4,4,5,4,6,13.58,3
55799699100,Eduardo Salgado Varas,"Máster en Suelos y Aguas,Ingeniero Agrónomo,Doctor en Filosofía en Ingeniería Agrícola","3,1,4","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Oregon State University","67,67,63","ch,ch,usa","Forestry and Wood Industry,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1",1,Pontificia Universidad Católica de Valparaíso,69,"Profesor, Investigador",Escuela de Agronomía,#s.i.,Valparaíso,6,5,3,3,15,4.55,1
55840246700,Mauricio Vera,Ingeniero Forestal,1,Universidad de Talca,174,ch,Forestry and Wood Industry,1,1,Universidad de Talca,174,Investigador (becado),Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,3,3,14,5.03,3
55889906400,Rodrigo Abarca Del Río,"Máster en Electrónica, Electrotecnia, Diseño y Control,Licenciado en Ciencias Físicas,Doctor en Clima y Geofísica","3,1,4","Universidad Toulouse III,Universidad Toulouse III,Centro Nacional de Estudios Espaciales","242,242,12","fr,fr,fr","Electrical Engineering, Electronics, Information Engineering,Physics, Astronomy,Physics, Astronomy","3,4,4",1,Universidad de Concepción,127,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Concepción,7,8,5,4,113,8.46,1
55918046800,Catalina Plaza de Los Reyes,"Químico Marino,Doctor en Ciencias Ambientales","1,4","Universidad Católica de la Santísima Concepción,Universidad de Concepción","103,127","ch,ch","Chemistry,Environmental Engineering","4,3",1,Universidad de Concepción,127,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,5,4,6,5.18,3
55949206400,Alberto Araneda Castillo,Doctor en Ciencias Ambientales,4,Universidad de Concepción,127,ch,Environmental Engineering,3,1,Universidad de Concepción,127,Investigador,Centro de Ciencias Ambientales EULA-Chile,Departamento de Sistemas Acuáticos,Concepción,7,8,5,5,19,8.6,4
55969963000,Yarko Niño Campos,"Máster en Ciencias, mención Ingeniería,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","University of Illinois at Urbana-Champaign,Universidad de Chile,University of Illinois at Urbana-Champaign","261,125,261","usa,ch,usa","Civil Engineering,Civil Engineering,Civil Engineering","3,3,3",1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,8,6,36,13.59,4
56055936800,Pablo Álvarez Latorre,"Diplomado en Hidrología,Ingeniero Agrónomo,Doctor en Planificación, Desarrollo y Medio Ambiente","2,1,4","Czech University of Agriculture,Universidad de Chile,Universidad de Orleáns","18,125,160","rc,ch,fr","Hydrology,Cultivation of Land, Horticulture,Environmental Engineering","4,1,3",1,Universidad de La Serena,148,Académico,Escuela de Agronomía,Departamento de Agronomía,La Serena,4,4,2,2,7,2.78,4
