ID_investigadores,nombrecompleto,carrera_rec,categoria_grado,institucion_estudio,institucion_estudio_rec,pais_rec,especializacion,ofos1_rec,ambito_trabajo,institucion_trabaja,institucion_trabaja_rec,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
7005677213,Ben Brock,"Geógrafo ,Doctor en Glaciología","1,4",,#N/A,#N/A,"Human Geography, Regional Geography, Regional Planning,Interdisciplinary Geosciences not elsewhere classified","2,4",1,Centro de Estudios Científicos,823729,Investigador Asociado,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,1,1,2,4.2,
7005735928,Óscar Parra Barrientos,"Biólogo,Doctor en Recursos Naturales","1,4","Universidad de Concepción,Universidad Libre de Berlín","127,205","ch,al","Biology,Agriculture and Forestry, Fishery not elsewhere classified","4,1",1,Universidad de Concepción,127,Investigador,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,7,5,49,7.05,4
7005818340,Roberto Godoy Bórquez,"Profesor de Biología y Química,Doctor en Recursos Naturales","1,4","Universidad Austral de Chile,Justus Liebig University","94,44","ch,al","Biology,Agriculture and Forestry, Fishery not elsewhere classified","4,1",1,Universidad Austral de Chile,94,Académico,Facultad de Ciencias,Instituto de Ciencias Ambientales y Evolutivas,Valdivia,17,10,2,1,19,3.42,
7005998792,Paulina Montero,"Ingeniero Pesquero y Acuícola,Máster en Oceanografía","1,3",,#N/A,#N/A,"Agriculture and Forestry, Fishery,Hydrology","1,4",1,Centro de Investigación en Ecosistemas de la Patagonia,357,Investigador residente,#s.i.,#s.i.,Coyhaique,14,12,1,0,3,3.27,
7006634082,Antonio Lara,"Ingeniero Forestal,Doctor en Geografía","1,4","Universidad de Chile,University of Colorado","125,256","ch,usa","Forestry and Wood Industry,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad Austral de Chile,94,Profesor Titular,Facultad de Ciencias Forestales y Recursos Naturales,#s.i.,Valdivia,17,10,7,6,52,15.29,3
7006719075,Jaime Pizarro Konczak,"Profesor en Química,Doctor en Ciencias, mención en Química","1,4","Universidad de Chile,University of Geneva","125,258","ch,su","Chemistry,Chemistry","4,4",1,Universidad de Santiago de Chile,170,Profesor Asociado,Facultad de Ingeniería, Departamento de Ingeniería Geográfica,Santiago,1,14,4,4,33,12.3,3
7101747340,María Pía Mena Patri,"Ingeniero Civil,Máster en Ingeniería Ambiental","1,3","Universidad de Chile,New York University","125,58","ch,usa","Civil Engineering,Environmental Engineering","3,3",1,Universidad de Chile,125,Profesor Adjunto,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,1,0,0,0,
7102094324,Christian Herrera Lameli,"Geólogo,Doctor en Hidrogeología","1,4","Universidad Católica del Norte,Universidad Politécnica de Cataluña","107,226","ch,es","Geology, Mineralogy,Hydrology","4,4",1,Universidad Católica del Norte,107,Investigador,Centro de Investigación Tecnológica del Agua en el Desierto,#s.i.,Antofagasta,10,2,3,3,29,8.32,4
7102103268,Bernabé Rivas,"Bioquímico,Doctor en Ciencias, mención en Química","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Chemistry,Chemistry","4,4",1,Universidad de Concepción,127,Vicerrector,Vicerectoria de Investigación y Desarrollo,#s.i.,Concepción,7,8,26,23,171,71.79,4
7102297218,Jacobus Le Roux,Máster en Ciencias,3,University of Stellenbosch,288,sud,--,4,1,Universidad de Chile,125,Profesor Titular,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,0,8,1.74,
7102503885,Gladys Vidal Sáez,"Ingeniero Civil Industrial, mención Agroindustria,Doctor en Ciencias Ambientales, mención Química","1,4","Universidad de la Frontera,Universidad Santiago de Compostela","146,231","ch,es","--,Chemistry","3,4",1,Universidad de Concepción,127,Profesor Titular,Centro de Ciencias Ambientales EULA-Chile,Grupo de Ingeniería y Biotecnología Ambiental,Concepción,7,8,21,19,85,25.83,3
7102630622,Pablo Marquet,"Licenciado en Biología,Doctor en Biología","1,4","Universidad de Concepción,University of New Mexico","127,277","ch,usa","Biology,Biology","4,4",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Facultad de Ciencias Biológicas,Departamento de Ecología,Santiago,1,14,1,1,15,4.53,
7102638371,Duncan Christie,"Biólogo,Doctor en Ciencias Forestales","1,4","Universidad Católica de Valparaíso,Universidad Austral de Chile","105,94","ch,ch","Biology,Forestry and Wood Industry","4,1",1,Universidad Austral de Chile,94,Académico ,Facultad de Ciencias Forestales y Recursos Naturales,#s.i.,Valdivia,17,10,7,6,90,17.26,4
7102678786,Ricardo Márquez Berasain,Ingeniero de Ejecución Electrónica,1,Universidad católica del Norte,107,ch,"Electrical Engineering, Electronics, Information Engineering",3,1,Universidad de Antofagasta,116,Profesor Asistente,Facultad de Ingeniería,#s.i.,Antofagasta,10,2,1,1,2,2.43,
7102842636,Maisa Rojas,"Licenciado en Ciencias, mención Física,Doctor en Física Atmosférica","1,4","Universidad de Chile,University of Oxford","125,283","ch,uk","Physics, Astronomy,Physics, Astronomy","4,4",1,Universidad de Chile,125,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geofísica,Santiago,1,14,6,6,103,23.81,4
7201466439,Raimund Bürger,"Matemático,Doctor en Ciencias Naturales y Matemáticas","3,4",Universidad de Stuttgart,#N/A,al,"Mathematics,Mathematics","4,4",1,Universidad de Concepción,127,Subdirector,Centro de Investigación en Ingeniería Matemática,#s.i.,Concepción,7,8,4,4,79,12.66,3
7201505087,Bonifacio Fernández Larrañaga,"Máster en Ciencias,Ingeniero Civil,Doctor en Ingeniería Civil","3,1,4","Colorado State University,Pontificia Universidad Católica de Chile,Colorado State University","15,67,15","usa,ch,usa","--,Civil Engineering,Civil Engineering","4,3,3",1,Pontificia Universidad Católica de Chile,67,Profesor Emérito ,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental ,Santiago,1,14,6,4,16,6.8,4
7202629589,Luca Mao,"Máster en Bosque y Ciencias Ambientales,Licenciado en Ciencias Forestales y Ambientales,Doctor en Manejo ambiental de las cuencas hidrográficas","3,1,4","Universidad de Padua,Universidad de Padua,Universidad de Padua","161,161,161","ita,ita,ita","Forestry and Wood Industry,Forestry and Wood Industry,Hydrology","1,1,4",1,Pontificia Universidad Católica de Chile,67,Profesor Titular,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,44,25,296,63.08,4
7202770598,Claudio Meier,"Máster en Ingeniería Civil, mención Hidráulica,Ingeniero Civil,Doctor en Ecología","3,1,4","Colorado State University,Universidad de Concepción,University of Montana","15,127,274","usa,ch,usa","Civil Engineering,Civil Engineering,Biology","3,3,4",1,Universidad de Concepción,127,Profesor Asociado ,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,7,5,82,10.78,4
7203008441,Rodrigo Torres,"Máster en Oceanografía,Biólogo Marino,Doctor en Química","3,1,4","Universidad de Concepción,Universidad de Concepción,Universidad de Gotemburgo","127,127,136","ch,ch,sue","Hydrology,Biology,Chemistry","4,4,4",1,Centro de Investigación en Ecosistemas de la Patagonia,357,Investigador residente,#s.i.,#s.i.,Coyhaique,14,12,4,1,66,6.79,
7401603886,José Díaz Osorio,"Máster en Ciencias Agrarias,Ingeniero Agrónomo,Doctor en Ciencias Agrarias","3,1,4","University of Göttingen,Universidad de Chile,University of Göttingen","259,125,259","al,ch,al","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1",1,Universidad de Talca,174,Profesor Asociado,Facultad de Ciencias Agrarias,Departamento de Economía Agraria,Talca,5,7,1,0,4,3.11,
7403157315,Jonathan Barton,"Máster en Ciencias en Estudios Latinoamericanos,Geógrafo,Doctor en Historia Económica","3,1,4","University of Liverpool,University of Wales,University of Liverpool","265,292,265","uk,uk,uk","History, Archaeology,Human Geography, Regional Geography, Regional Planning,Economics","6,2,2",1,Pontificia Universidad Católica de Chile,67,Profesor Asociado,Instituto de Estudios Urbanos y Territoriales,Facultad de Arquitectura,Santiago,1,14,1,1,2,0.74,
7403494719,Alfonso Fernández Rivera,"Máster en Ciencias, mención Recursos Hídricos,Geógrafo,Doctor en Geografía","3,1,4","Universidad Austral de Chile,Universidad de Chile,Ohio State University","94,125,61","ch,ch,usa","Hydrology,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","4,2,2",1,Universidad de Concepción,127,Profesor Titular,"Facultad de Arquitectura, Urbanismo y Geografía",Departamento de Geografía,Concepción,7,8,3,2,2,1.1,4
7801397942,Evelyn Habit,"Biólogo,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Biology,Environmental Engineering","4,3",1,Universidad de Concepción,127,Investigadora,Centro de Ciencias Ambientales EULA-Chile,Unidad de Sistemas Acuáticos,Concepción,7,8,8,8,110,18.41,4
8323912200,Alejandra Zúñiga Feest,"Licenciado en Biología ,Doctor en Ciencias Biológicas","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Biology,Biology","4,4",1,Universidad Austral de Chile,94,"Profesor, Investigador",Facultad de Ciencias,Instituto de Ciencias Ambientales & Evolutivas,Valdivia,17,10,1,1,0,0.19,1
8571960500,Marcelo Miranda Salas,"Máster en Ciencias Forestales,Ingeniero Forestal,Doctor en Ciencias Forestales","3,1,4","Université Laval,Universidad de Chile,Université Laval","243,125,243","ca,ch,ca","Forestry and Wood Industry,Forestry and Wood Industry,Forestry and Wood Industry","1,1,1",1,Pontificia Universidad Católica de Chile,67,Profesor Asistente,Facultad de Agronomía e Ingeniería Forestal,Departamento de Ecosistemas y Medio Ambiente,Santiago,1,14,2,2,4,2.05,3
8656341200,María Mardones Flores,"Licenciado en Geografía,Doctor en Geografía","1,4","Universidad de Concepción,Universidad de Toulouse II-Le Mirail","127,176","ch,fr","Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2",1,Universidad de Concepción,127,Profesor Titular,Facultad de Ciencias Químicas,Departamento de Ciencias de la Tierra,Concepción,7,8,3,3,10,5.61,4
8691556200,Gabriel Mancilla,"Máster en Ingeniería,Ingeniero Forestal,Doctor en Ingeniería, mención Conservación de Suelos y Agua","3,1,4","Washington State University,Universidad de Chile,Washington State University","300,125,300","usa,ch,usa","--,Forestry and Wood Industry,Forestry and Wood Industry","3,1,1",1,Centro del Agua para Zonas Áridas de América Latina y el Caribe,823730,Director Ejecutivo,#s.i.,#s.i.,La Serena,4,4,2,1,14,3.87,4
8694415200,Sergio Sepúlveda Valenzuela,"Diplomado en Gestión Ambiental,Máster en Ingeniería,Geólogo,Doctor en Geología","4,3,1,4","University of California,Universidad de Chile,University of Leeds",#N/A,"usa, ch, in","Environmental Engineering,--,Geology, Mineralogy,Geology, Mineralogy","3,3,4,4",1,Universidad de Chile,125,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,1,2,2.66,3
8700108300,Alejandro Rojas,"Doctor en Ingeniería Electrónica,Ingeniero Civil Eléctrónico,Doctor en Ingeniería Eléctrica","4,1,4","University of Newcastle,Universidad Técnica Federico Santa María,University of Newcastle","278,240,278","aus,ch,aus","Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering,Electrical Engineering, Electronics, Information Engineering","3,3,3",1,Universidad de Concepción,127,Profesor Asociado,Facultad de Ingeniería,Departamento de Ingeniería Eléctrica,Concepción,7,8,1,0,1,0,
8865507700,Jorge Nimptsch Maas,"Licenciado en Biología Marina,Doctor en Ciencias Naturales","1,4","Universidad de Valparaíso,Universidad Humboldt de Berlín","179,201","ch,al","Biology,--","4,4",1,Universidad Austral de Chile,94,Profesor Auxiliar ,Facultad de Ciencias,Instituto de Ciencias Marinas y Limnológicas,Valdivia,17,10,1,1,8,1.56,4
8937986100,Pedro Tume Zapata,"Máster en Hidrología Subterránea,Ingeniero Industrial, mención en Hidrología subterránea,Doctor en Ciencias Químicas","3,1,4","Universidad Politécnica de Cataluña,Universidad de Piura,Universidad de Barcelona","226,164,119","es,pe,es","Hydrology,Hydrology,Chemistry","4,4,4",1,Universidad Católica de la Santísima Concepción,103,Profesor Titular,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,2,0,0,0,
8953667800,Enrique Muñoz Ortiz,"Máster en Gestión Ambiental de Sistemas Hídricos,Ingeniero Civil, mención hidráulica,Doctor en Ingeniería Agrícola, mención Recursos Hídricos","3,1,4","Universidad de Cantabria,Universidad de Concepción,Universidad de Concepción","124,127,127","es,ch,ch","Hydrology,Civil Engineering,Cultivation of Land, Horticulture","4,3,1",1,Universidad Católica de la Santísima Concepción,103,"Profesor, Investigador",Facultad de Ingeniería,#s.i.,Concepción,7,8,13,7,20,4.64,4
9234303900,Cristian Youlton,"Máster en Producción Agroambiental,Ingeniero Agrónomo,Licenciado en Biología ,Doctor en Ciencias de la Ingeniería Hidráulica y Saneamiento","3,1,1,4","Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Valparaíso,Universidad de Sao Paulo","69,69,69,171","ch,ch,ch,bra","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Biology,Civil Engineering","1,1,4,3",1,Pontificia Universidad Católica de Valparaíso,69,Docente,Escuela de Agronomía,#s.i.,Valparaíso,6,5,2,1,3,0.52,1
9533354900,Andrea Andreoli,"Bachiller en Ciencias Ambientales y Forestales,Doctor en Gestión Ambiental de Cuencas Hidrográficas y Técnicas de Representación de Territorio","1,4","Universidad de Padua,Universidad de Padua","161,161","ita,ita","Forestry and Wood Industry,Hydrology","1,4",1,Universidad de Concepción,127,Profesor Asistente ,Centro de Ciencias Ambientales EULA-Chile,#s.i.,Concepción,7,8,7,6,16,6.06,4
9743996500,Francisca Bown,Máster en Geografía,3,Universidad de Chile,125,ch,"Human Geography, Regional Geography, Regional Planning",2,1,Centro de Estudios Científicos,823729,Asistente de investigación,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,4,4,32,12.98,
11440458900,Elizabeth González,"Licenciado en Química,Máster en Ciencias, mención en Química","1,3","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","Chemistry,Chemistry","4,4",1,Universidad Católica de la Santísima Concepción,103,"Profesor, Investigador",Facultad de Ciencias,#s.i.,Concepción,7,8,1,1,0,0.63,4
12242564800,Óscar Link Lazo,"Ingeniero Civil,Doctor en Ingeniería Hidráulica","1,4","Universidad de Concepción,Universidad Técnica de Darmstadt","127,235","ch, al","Civil Engineering,Civil Engineering","3,3",1,Universidad de Concepción,127,Profesor Titular,Facultad de Ingeniería,Departamento de Ingeniería Civil,Concepción,7,8,10,9,37,6.89,3
12763990000,Leandro Paulino,"Máster en Ciencias, mención Productos Forestales,Ingeniero Forestal,Doctor en Ciencias, mención Sistemática y Ecología","3,1,4","Universidad de Guadalajara,Universidad Federal de Paraná,Universidad Austral de Chile","140,196,94","me,bra,ch","Forestry and Wood Industry,Forestry and Wood Industry,Biology","1,1,4",1,Universidad de Concepción,127,Profesor Asistente,Facultad de Agronomía,Departamento de Suelos y Recursos Naturales,Chillán,3,8,1,1,2,1.93,1
14035616100,Enrique Hauenstein,"Máster en Ciencias, mención Botánica",3,Universidad Austral de Chile,94,ch,Biology,4,1,Universidad Católica de Temuco,104,"Profesor, Investigador",Facultad de Recursos Naturales, Escuela de Ciencias Ambientales,Temuco,13,9,11,11,31,6.87,4
14036327900,Fernando Peña,"Profesor en Historia y Geografía,Doctor en Ciencias Ambientales","1,4","Universidad de Concepción,Universidad de Concepción","127,127","ch,ch","History, Archaeology,Environmental Engineering","6,3",1,Universidad Católica de Temuco,104,"Profesor, Investigador",Facultad de Recursos Naturales, Escuela de Ciencias Ambientales,Temuco,13,9,6,5,11,4.22,3
14047837000,Rodrigo Cienfuegos Carrasco,"Ingeniero Civil Hidráulico,Doctor en Ciencias de la Tierra","1,4","Pontificia Universidad Católica de Chile,Instituto de Estudios Políticos de Grenoble","67,39","ch,fr","Civil Engineering,Soil science","3,1",1,Centro Nacional de Investigación para la Gestión Integrada de Desastres Naturales,823731,Director,#s.i.,#s.i.,Santiago,1,14,3,3,12,7.24,
14065009600,Edmundo Muñoz Alvear,"Máster en Ciencias de Recursos Renovables,Ingeniero Ambiental,Doctor en Ingeniería Ambiental","3,1,4",Universidad de la Frontera,#N/A,ch,"Agriculture and Forestry, Fishery not elsewhere classified,Environmental Engineering,Environmental Engineering","1,3,3",1,Universidad Andrés Bello,542,Director ,Facultad de Ecología y Recursos Naturales,Escuela de Ingeniería Ambiental,Santiago,1,14,1,1,0,1.53,4
14523781400,Héctor Valdés Morales,"Ingeniero Químico,Doctor en Ciencias de la Ingenieria, mención Química","1,4","Universidad Central Marta Abreus de Las Villas,Universidad de Concepción","110,127","cu,ch","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad Católica de la Santísima Concepción,103,"Profesor, Investigador",Facultad de Ingeniería,Departamento de Ingenieria Industrial,Concepción,7,8,4,2,42,3.17,
15021495900,Sofía Rebolledo Lemus,"Geólogo,Máster en Ciencias en Ingeniería Geológica","1,3","Universidad de Chile,University of Leeds","125,263","ch,uk","Geology, Mineralogy,Geology, Mineralogy","4,4",1,Universidad de Chile,125,Profesor Adjunto,Facultad de Ciencias Físicas y Matemáticas,Departamento de Geología,Santiago,1,14,1,1,2,2.66,
15047931600,Paulo Herrera Ricci,"Máster en Ingeniería Ambiental e Ingeniería Hidráulica,Ingeniero Civil, mención Ingeniería Hidráulica, Sanitaria y Ambiental,Doctor en Ingeniería Geológica","3,1,4","University of Illinois at Urbana-Champaign,Universidad de Chile,University of British Columbia","261,125,250","usa,ch,ca","Civil Engineering,Civil Engineering,Geology, Mineralogy","3,3,4",1,Universidad de Chile,125,Profesor Asistente,Facultad de Ciencias Físicas y Matemáticas, Departamento de Ingeniería Civil,Santiago,1,14,3,2,25,9.03,4
15521140600,Roberto Pizarro Tapia,"Diplomado en Economía e Integración Europea,Ingeniero Forestal,Doctor en Ingeniería","2,1,4","Universidad de Talca,Universidad Politécnica de Madrid",#N/A,"ch, es","Economics,Forestry and Wood Industry,--","2,1,3",1,Universidad de Talca,174,Director,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,14,14,40,18.92,3
15729555500,Jonathan Barichivich,Doctor en Ciencias Ambientales,4,,#N/A,#N/A,Environmental Engineering,3,1,Universidad de Chile,125,Investigador Postdoctoral,Centro de Ciencia del Clima y la Resiliencia,#s.i.,Santiago,1,14,3,3,223,14.23,4
15755545800,Horacio Gilabert Peralta,"Máster en Ciencias de la Administración de Recursos Naturales,Ingeniero Forestal,Doctor en Recursos Forestales","3,1,4","The University of Edinburgh,Universidad de Chile,Pennsylvania State University","86,125,64","esc,ch,usa","Economics,Forestry and Wood Industry,Forestry and Wood Industry","2,1,1",1,Pontificia Universidad Católica de Chile,67,Profesor Asistente,Facultad de Agronomía e Ingeniería Forestal,#s.i.,Santiago,1,14,1,1,0,2.05,
15760822400,Ricardo Oyarzún Lucero,"Ingeniero Agrónomo,Doctor en Ciencias de la Ingeniería","1,4","Universidad de La Serena,Washington State University","148,300","ch,usa","Cultivation of Land, Horticulture,--","1,3",1,Universidad de La Serena,148,Profesor Asistente ,Facultad de Ingeniería,Departamento de Ingeniería de Minas ,La Serena,4,4,23,18,138,36.87,4
15761135800,José Antonio Yuri Salomón,"Ingeniero Agrónomo,Doctor en Ciencias Agrarias","1,4","Universidad de Chile,Universidad Técnica de München","125,238","ch,al","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad de Talca,174,Profesor Titular,Facultad de Ciencias Agrarias,#s.i.,Talca,5,7,1,0,2,1.74,
15761942100,César Acevedo Opazo,"Máster en Horticultura,Máster en Agro TIC,Ingeniero Agrónomo,Doctor en Ciencias Agronómicas","3,3,1,4","Universidad de Talca,Universidad de Talca,Universidad de Talca,Centro Internacional de Estudios Superiores en Ciencias Agronómicas, Montpellier","174,174,174,10","ch,ch,ch,fr","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1,1,1",1,Universidad de Talca,174,Profesor asociado,Facultad de Ciencias Agrarias,Departamento de Producción agrícola,Talca,5,7,4,1,124,8.6,4
16069813400,Rafael Rubilar,"Ingeniero Forestal,Doctor en Productividad Forestal","1,4","Universidad de Chile,North Carolina State University","125,59","ch,usa","Forestry and Wood Industry,Forestry and Wood Industry","1,1",1,Universidad de Concepción,127,Profesor Adjunto,Facultad de Ciencias Forestales,Departamento de Silvicultura,Concepción,7,8,2,0,8,1.68,
16219919500,Ariel  Muñoz Navarro,"Máster en Ciencias, mención Recursos Naturales,Ingeniero Forestal,Doctor en Ciencias Forestales","3,1,4","Universidad Austral de Chile,Universidad Austral de Chile,Universidad Austral de Chile","94,94,94","ch,ch,ch","Agriculture and Forestry, Fishery not elsewhere classified,Forestry and Wood Industry,Forestry and Wood Industry","1,1,1",1,Pontificia Universidad Católica de Valparaíso,69,Profesor Titular,Facultad de Ciencias del Mar y Geografía,Instituto de Geografía,Valparaíso,6,5,2,1,1,3.88,4
16303502900,Cristian Escauriaza Mesa,"Máster en Ciencias, mención Ingeniería Civil,Ingeniero Civil,Doctor","3,1,4","Georgia Institute of Technology,Pontificia Universidad Católica de Chile,University of Minnesota","35,67,273","usa,ch,usa","Civil Engineering,Civil Engineering,--",#N/A,1,Pontificia Universidad Católica de Chile,67,Profesor Asistente,Escuela de Ingeniería,Departamento de Ingeniería Hidráulica y Ambiental,Santiago,1,14,5,5,33,13.14,3
