codigo_proyecto,institucion financiante,programa,Instrumento,anio,nombre_proyecto,estado,Investigador,tipo_participación,institucion ejecutora,id institucion,tipo_participacion,region(es)_ejecución,region(es)_ejecución_rec,Taxonomia FIA,Taxonomia Cameron,Taxonomia_CORFO,Taxonomia Sector Aplicacion (propia),objetivos,objetivos_especificos
1110661,CONICYT,FONDECYT,FONDECYT_REG.,2011,"EFFECT OF ACCLIMATION TO MODERATE WATER STRESS AND HIGH IRRADIANCE ON CROWN ARCHITECTURE, PHOTOSYNTHESIS, GROWTH, AND SURVIVAL OF SEEDLINGS OF EUCRYPHIA CORDIFOLIA (ULMO) IN OPEN PLANTING SITES",,LUIS JULIAN CORCUERA PEREZ,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,1,,1,,
1110678,CONICYT,FONDECYT,FONDECYT_REG.,2011,PHENOMIC ANALYSIS FOR ABIOTIC STRESS IN BLUEBERRIES,,PETER DOUGLAS CALIGARI,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,1,,2,,
1110732,CONICYT,FONDECYT,FONDECYT_REG.,2011,ENHANCING DROUGHT TOLERANCE IN SPRING WHEAT USING PHYSIOLOGICAL TRAITS AND MOLECULAR MARKERS,,ALEJANDRO HUMBERTO DEL POZO LIRA,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1110737,CONICYT,FONDECYT,FONDECYT_REG.,2011,EVOLUTIONARY RESPONSES OF SOUTHERN SOUTH AMERICAN RODENTS TO PRECIPITATION GRADIENTS AND BIOGEOGRAPHICAL HISTORY,,GUILLERMO D´ELIA VARGAS,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1110798,CONICYT,FONDECYT,FONDECYT_REG.,2011,DETERMINACION DE INDICADORES GEOGRAFICO-AMBIENTALES Y DE RIESGO NATURAL EN EL PAISAJE DE LA ARAUCANIA Y LOS RIOS: HERRAMIENTAS DE SOPORTE DECISIONAL PARA LA PLANIFICACION Y GESTION TERRITORIAL EN SISTEMAS COSTEROS,,FERNANDO ANDRES PEÑA CORTES,Investigador Principal,Universidad Católica de Temuco,104,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
1111047,CONICYT,FONDECYT,FONDECYT_REG.,2011,PORTFOLIO RISK MANAGEMENT BY TRANSNATIONAL FIRMS: THE CONSEQUENCES OF UNEQUAL ENVIRONMENTAL POLICY,,RAUL ENRIQUE O'RYAN GALLARDO,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,3,,9,,
1120005,CONICYT,FONDECYT,FONDECYT_REG.,2012,DESARROLLO DE UN MODELO CONCEPTUAL DEL SISTEMA COMPLEJO SOCIEDAD-NATURALEZA APLICABLE A ZONAS RURALES: LA CUENCA DEL RIO CRUCES,,LUISA ELIZABETH DELGADO ISASI,Investigador Principal,FUND CENT TRANSDISCIPLINARIO DE ESTUDIOS,7908,BENEFICIARIA / DESARROLLADOR,,,,5,,8,,
1120114,CONICYT,FONDECYT,FONDECYT_REG.,2012,"VIGENCIA Y PROYECCIONES DE UN SISTEMA DE REGADIO DE ORIGEN ANCESTRAL: LAS AZUDAS DE LARMAHUE, EN LA SEXTA REGION DE CHILE",,EUGENIO ANTONIO SAHADY VILLANUEVA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,5,,2,,
1120204,CONICYT,FONDECYT,FONDECYT_REG.,2012,ANALISIS MULTIESCALAR DE LOS CAMBIOS CLIMATICOS Y SU CONSIDERACION EN LA EVALUACION AMBIENTAL ESTRATEGICA DEL DESARROLLO REGIONAL SUSTENTABLE DEL ALTIPLANO DEL NORTE DE CHILE,,HUGO IVAN ROMERO ARAVENA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1120234,CONICYT,FONDECYT,FONDECYT_REG.,2012,GEODINAMICA Y TENDENCIA EVOLUTIVA DEL SISTEMA LITORAL DE LA MEGA ENSENADA DE COQUIMBO: HACIA UNA PROGNOSIS DE AMENAZAS NATURALES PARA ESCENARIOS DE CAMBIOS AMBIENTALES ENDOGENOS Y EXOGENOS.,,MARIA VICTORIA SOTO BAUERLE,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1120478,CONICYT,FONDECYT,FONDECYT_REG.,2012,SYNOPTIC AND INTER-ANNUAL OCEANIC VARIABILITY OF THE WATERS OFF CENTRAL-SOUTHERN CHILE AND ITS BIOLOGICAL IMPACT ON PLANKTONIC COMMUNITIES,,WOLFGANG SCHNEIDER,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1120554,CONICYT,FONDECYT,FONDECYT_REG.,2012,LAS DIMENSIONES SOCIALES (CONFIANZA Y COMUNICACION) DE LOS RIESGOS ECOLOGICOS EN CONFLICTOS SOCIOMBIENTALES POR ENERGIA EN CHILE: LOS CASOS DE CASTILLA E HIDROAYSEN.,,ORLANDO ARTURO VALLEJOS ROMERO,Investigador Principal,Universidad de Los Lagos,152,BENEFICIARIA / DESARROLLADOR,,,,3,,8,,
1120713,CONICYT,FONDECYT,FONDECYT_REG.,2012,COMBINATION OF WEATHER INFORMATION AND REMOTELY SENSED DATA TO ANALYZE THE VARIABILITY OF WATER FOOTPRINT INDICATORS AT A BASIN SCALE,,FRANCISCO JAVIER MEZA DABANCENS,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
1120765,CONICYT,FONDECYT,FONDECYT_REG.,2012,ENVIRONMENTAL CHANGES IN CHILEAN PATAGONIA CAUSED BY HISTORICAL FIRES GENERATED DURING THE 20TH CENTURY SETTLEMENT: EVALUATING LACUSTRINE ECOSYSTEMS RESILIENCE,,ALBERTO EDUARDO ARANEDA CASTILLO,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1120790,CONICYT,FONDECYT,FONDECYT_REG.,2012,"MODERNIZACION, GLOBALIZACION Y RIESGO AMBIENTAL: IDENTIFICACION DE LOS PROCESOS DE ADQUISICION Y PERDIDA DE LA AGROBIODIVERSIDAD Y SU RELACION CON EL ORIGEN ETNICO DE LOS AGRICULTORES. EL CASO DE LA ARAUCANIA",,RENE GASTON MONTALBA NAVARRO,Investigador Principal,Universidad de La Frontera,146,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1120829,CONICYT,FONDECYT,FONDECYT_REG.,2012,"EVALUATION OF NEW HERBACEOUS PERENNIAL LEGUMES IN DRYLAND MEDITERRANEAN AGROECOSYSTEMS: PASTURE PERSISTENCE, PRODUCTIVITY, NITROGEN FIXATION AND WATER USE EFFICIENCY",,CARLOS FRANCISCO OVALLE MOLINA,Investigador Principal,INIA Instituto de Investigaciones Agropecuarias  ,923,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1120881,CONICYT,FONDECYT,FONDECYT_REG.,2012,"AN EVALUATION OF THE DISTRIBUTION, MOBILITY AND BIOAVAILABILITY OF THE ARSENIC PRESENT IN SOIL AND WATER IN THE VALLEY OF CAMARONES, CHILE: STUDY OF THE LEVELS OF TRANSFERENCE AND THE ACCUMULATION OF ARSENICAL SPECIES IN NATIVE PLANTS AND CROPS.",,LORENA DEL PILAR CORNEJO PONCE,Investigador Principal,Universidad de Tarapacá,311,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1120897,CONICYT,FONDECYT,FONDECYT_REG.,2012,VULNERABILIDAD DE CUENCAS ANDINAS NIVOPLUVIALES FRENTE A CAMBIOS TERRITORIALES Y CAMBIO CLIMATICO. BASES CIENTIFICAS PARA LA CONSERVACION Y EL USO RACIONAL DE LOS RECURSOS HIDRICOS,,MAURICIO IVAN AGUAYO ARIAS,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1120965,CONICYT,FONDECYT,FONDECYT_REG.,2012,CLIMATE VARIABILITY AND ECOLOGICAL PROCESSES IN HIGH ELEVATION FOREST FROM THE TROPICAL AND PATAGONIAN ANDES,,DUNCAN ANDRES CHRISTIE BROWNE,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1121038,CONICYT,FONDECYT,FONDECYT_REG.,2012,TARGETING AFFORESTATION INCENTIVES TO REDUCE SOIL EROSION AND IMPROVE WATER QUALITY. AN EVALUATION OF THE REFORMS OF THE D.L. 701,,MARIO ENRIQUE NIKLITSCHEK HUAQUIN,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,3,,1,,
1121184,CONICYT,FONDECYT,FONDECYT_REG.,2012,CHARACTERIZING STORAGE AND ITS IMPACT ON HYDROLOGIC MODELING IN HIGH ELEVATION BASINS ON THE ANDES CORDILLERA BETWEEN 30°S AND 36°S.,,JAMES PETER MCPHEE TORRES,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130025,CONICYT,FONDECYT,FONDECYT_REG.,2013,DETERMINATION OF THE ROLE OF ABSCISIC ACID ON THE CHANGES OF POLYSACCHARIDE STRUCTURE INDUCED BY WATER DEFICIT IN PLANTS OF ALOE BARBADENSIS MILLER (ALOE VERA),,LILIANA ANGELICA CARDEMIL OLIVA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1130129,CONICYT,FONDECYT,FONDECYT_REG.,2013,BIOPHYSICAL PRINCIPLES BEHIND FOG COLLECTION IN PLANTS,,JACQUES DUMAIS,Investigador Principal,Universidad Adolfo Ibáñez,88,BENEFICIARIA / DESARROLLADOR,,,,1,,2,,
1130167,CONICYT,FONDECYT,FONDECYT_REG.,2013,"MAINTENANCE AND RESILIENCE OF FOUNDATIONAL SPECIES TO CLIMATE FLUCTUATIONS: ROLE OF ""SUPPORTING"" SPECIES INTERACTIONS",,EVIE ANN WIETERS BUCHANAN,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1130259,CONICYT,FONDECYT,FONDECYT_REG.,2013,LOS RIESGOS COMO EFECTOS NO DESEADOS DEL DESARROLLO: HACIA LA CONSTRUCCION DE TERRITORIOS SEGUROS,,CARMEN PAZ CASTRO CORREA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1130305,CONICYT,FONDECYT,FONDECYT_REG.,2013,"ESTUDIO Y MODELACION DEL CLIMA URBANO A ESCALA LOCAL, COMO BASE PARA LA PROPOSICION DE LINEAMIENTOS DE ADAPTACION FRENTE AL CAMBIO CLIMATICO EN UNA RED DE CIUDADES CHILENAS",,CRISTIAN GONZALO HENRIQUEZ RUIZ,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1130329,CONICYT,FONDECYT,FONDECYT_REG.,2013,DYNAMIC OF AIR-WATER AND SEDIMENT-WATER EXCHANGE OF PERSISTENT ORGANIC POLLUTANTS (POPS): WHAT IS THE ROLE OF CONCEPCION BAY IN THE LOCAL AND REGIONAL DISTRIBUTION OF POPS IN CENTRAL CHILE?,,KARLA ANDREA POZO GALLARDO,Investigador Principal,Universidad Católica de la Santísima Concepción,103,BENEFICIARIA / DESARROLLADOR,,,,2,,9,,
1130353,CONICYT,FONDECYT,FONDECYT_REG.,2013,NUTRIENT AND WATER LIMITATION TO BIOLOGICAL NITROGEN FIXATION,,CECILIA ANTONIETA PEREZ BARRIENTOS,Investigador Principal,Instituto de Ecología y Biodiversidad,823733,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130378,CONICYT,FONDECYT,FONDECYT_REG.,2013,SEDIMENT DYNAMICS AND MANAGEMENT IN SMALL ANDEAN CATCHMENTS,,LUCA MAO,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,2,,9,,
1130381,CONICYT,FONDECYT,FONDECYT_REG.,2013,"RECENT, CENTENNIAL AND MULTI-MILLENIAL GLACIER FLUCTUATIONS IN CORDILLERA DE DARWIN, TIERRA DEL FUEGO ISLAND, SOUTHERN CHILE.",,JUAN CARLOS ARAVENA DONAIRE,Investigador Principal,Centro de Estudios del Cuaternario de Fuego-Patagonia y Antártica,823739,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130522,CONICYT,FONDECYT,FONDECYT_REG.,2013,IMPACT OF SALINITY AND GROUNDWATER FLUCTUATIONS ON MOISTURE DISTRIBUTION AND NON-ISOTHERMAL WATER FLUXES IN SOILS OF ARID ZONES,,JOSE FRANCISCO MUÑOZ PARDO,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130540,CONICYT,FONDECYT,FONDECYT_REG.,2013,THE DEVELOPMENT OF A HEDONIC MODEL OF FARMLAND VALUES: AN APPLICATION TO CHILEAN AGRICULTURE AND THE POTENTIAL IMPACTS OF CLIMATE CHANGE,,WILLIAM ELLIS FOSTER BONNETTE,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,7,,2,,
1130546,CONICYT,FONDECYT,FONDECYT_REG.,2013,"THE LAND USE CHANGE AND DRAINAGE OF A NADI SOIL (AQUANDS) IN SOUTHERN CHILE: EFFECTS ON SOIL STRUCTURE DEPENDENT PROPERTIES, RELATED PORE FUNCTIONS, CHEMICAL PROPERTIES AND GHG EMISSIONS",,JOSE MIGUEL DORNER FERNANDEZ,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
1130566,CONICYT,FONDECYT,FONDECYT_REG.,2013,GLACIER-ROCK GLACIER TRANSITIONS IN SHIFTING MOUNTAIN LANDSCAPES: PECULIAR HIGHLIGHTS FROM THE CENTRAL ANDES OF CHILE,,SEBASTIEN MONNIER,Investigador Principal,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130592,CONICYT,FONDECYT,FONDECYT_REG.,2013,INVASIVE PLANT SPECIES AND CLIMATE CHANGE IN THE ANDES OF CENTRAL CHILE: ASSESSING THE IMPACT OF INVASIVE SPECIES AND THE CONSEQUENCES OF WARMING FOR THE INVASION PROCESS.,,LOHENGRIN ALEXIS CAVIERES GONZALEZ,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1130598,CONICYT,FONDECYT,FONDECYT_REG.,2013,MODELLING THE CURRENT AND FUTURE HYDROLOGICAL CONTRIBUTION OF GLACIERS AND SEASONAL SNOW IN SEMI ARID MOUNTAIN CATCHMENTS,,CHRISTOPHE KINNARD,Investigador Principal,Centro de Estudios Avanzados en Zonas Áridas (CEAZA),70997,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130621,CONICYT,FONDECYT,FONDECYT_REG.,2013,"THERMOECONOMIC OPTIMIZATION OF POLYGENERATION PROCESSES IN CONCENTRATED SOLAR POWER PLANTS: APPLICATIONS TO POWER GENERATION, PROCESS HEAT, SOLAR COOLING AND WATER DESALINATION IN NORTHERN CHILE",,RODRIGO ALFONSO ESCOBAR MORAGAS,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
1130782,CONICYT,FONDECYT,FONDECYT_REG.,2013,CLIMATE CHANGE AND SMALL PELAGIC RESOURCES PREDICTIONS IN CHILE (CCLIPES-CHILE),,ELEUTERIO YAÑEZ RODRIGUEZ,Investigador Principal,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1130864,CONICYT,FONDECYT,FONDECYT_REG.,2013,TOWARDS A COMPREHENSIVE APPRAISAL OF RISKS FROM NATURAL HAZARDS IN CHILE,,NICOLAS BRONFMAN CACERES,Investigador Principal,Universidad Andrés Bello,542,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
1130898,CONICYT,FONDECYT,FONDECYT_REG.,2013,"HOW VULNERABLE ARE TREE SPECIES OF CHILEAN TEMPERATE RAINFOREST TO FUTURE RAINFALL REDUCTION SCENARIOS?: DROUGHT TOLERANCE, TREE PERFORMANCE AND RECRUITMENT OF NEW INDIVIDUALS",,MYLTHON ALEJANDRO JIMENEZ CASTILLO,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,1,,
1130917,CONICYT,FONDECYT,FONDECYT_REG.,2013,"HACIA LA IDENTIFICACION DE UN CENTRO CEREMONIAL EN LA CUENCA DEL SALAR DE ATACAMA: ORGANIZACION DEL ESPACIO SAGRADO/PROFANO, RECONSTITUCION DE EVENTOS CEREMONIALES Y SU VALORACION EN EL CENTRO SUR ANDINO (PERIODO FORMATIVO TEMPRANO)",,LAUTARO NUÑEZ ATENCIO,Investigador Principal,Universidad Católica del Norte,107,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1130928,CONICYT,FONDECYT,FONDECYT_REG.,2013,"PRECIPITATION-RUNOFF RELATIONS, SOIL LOSS, AND SEDIMENT CHARACTERISTICS AT FIELD BOUNDARIES IN CENTRAL CHILE: AN INTEGRATED MODEL FOR CONSERVATION PLANNING.",,CARLOS ALBERTO BONILLA MELENDEZ,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1130936,CONICYT,FONDECYT,FONDECYT_REG.,2013,"CHEMICAL-HYDRODYNAMIC CONTROL OF THE PARTITION OF METALS AT RIVER CONFLUENCES: THE CASE OF CU, ZN AND AS IN ANDEAN RIVERS",,PABLO ARTURO PASTEN GONZALEZ,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,2,,9,,
1130940,CONICYT,FONDECYT,FONDECYT_REG.,2013,MULTISCALE PHYSICAL PROCESSES IN RIVER RESTORATION: HYDRODYNAMIC INTERACTIONS WITH SEDIMENT TRANSPORT AND WATER QUALITY,,CRISTIAN RODRIGO ESCAURIAZA MESA,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
1131063,CONICYT,FONDECYT,FONDECYT_REG.,2013,PROKARYOTE ASSEMBLAGES AND DISSOLVED ORGANIC MATTER (DOC) ALONG A RIVER-FJORD CONTINUUM: THE IMPORTANCE OF ALLOCHTHONOUS DOC TO PROKARYOTE PRODUCTION AND COMMUNITY STRUCTURE IN THE PUYUHUAPI CHANNEL ECOSYSTEM.,,GIOVANNI DANERI HERMOSILLA,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1131089,CONICYT,FONDECYT,FONDECYT_REG.,2013,GENETIC CONSEQUENCES OF HABITAT FRAGMENTATION AND POPULATION SIZE IN NATIVE PLANTS FROM THE SOUTHERN ATACAMA DESERT,,ALEXANDRA STOLL,Investigador Principal,Centro de Estudios Avanzados en Zonas Áridas (CEAZA),70997,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1140039,CONICYT,FONDECYT,FONDECYT_REG.,2014,ROOTSTCKS INFLUENCE IN GRAPEVINE WATER USE EFFICIENCY AND DROUGHT TOLERANCE. ARE THESE PROCESSES ORCHESTRATED BY COMMON OR SPECIFIC MECHANISMS?,,RODRIGO ANDRES ZURITA SILVA,Investigador Principal,INIA Instituto de Investigaciones Agropecuarias  ,923,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1140043,CONICYT,FONDECYT,FONDECYT_REG.,2014,"ARTICULACIONES ENTRE INSTALACIONES ARQUITECTONICAS, RED HIDRAULICA, CAMINOS ESTATALES Y PAISAJE RITUALIZADO EN LOS VALLES DE MAPOCHO-MAIPO DURANTE EL PERIODO TAWANTINSUYU.",,RUBEN FEDERICO STEHBERG LANDSBERGER,Investigador Principal,"DIR. BIBLIOTECAS, ARCHIVOS Y MUSEOS",7909,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1140172,CONICYT,FONDECYT,FONDECYT_REG.,2014,GLACIER MASS-BALANCE AND FRESHWATER RUNOFF OBSERVATIONS AND SIMULATIONS IN CENTRAL CHILE: A STUDY OF PRESENT AND FUTURE RESPONSE TO WARMING CLIMATE,,JACOB SEBASTIAN HAUGAARRD MERNILD,Investigador Principal,Centro de Estudios Científicos,823729,BENEFICIARIA / DESARROLLADOR,,,,7,,9,,
1140292,CONICYT,FONDECYT,FONDECYT_REG.,2014,TRANSFORMACIONES POLITICAS Y SOCIO-AMBIENTALES DERIVADAS DEL CAMBIO EN EL PARADIGMA HIGENICO SANITARIO. MODERNIZACION DEL SISTEMA DE AGUAS EN CHILE A FINALES DEL SIGLO XIX: LOS CASOS DE VALPARAISO TALCA,,MARIA INMACULADA SIMON RUIZ,Investigador Principal,Universidad Autónoma de Chile,97,BENEFICIARIA / DESARROLLADOR,,,,3,,9,,
1140327,CONICYT,FONDECYT,FONDECYT_REG.,2014,A CRITICAL ANALYSIS OF CYCLODEXTRINS/SURFACTANTS/ORGANOCLAYS - BASED STRATEGIES FOR THE REMEDIATION OF SOILS CONTAMINATED WITH PESTICIDES: ASSESSMENT OF BENEFITS AND RISKS FOR SOILS OF THE PRINCIPAL AGRICULTURAL REGIONS OF CHILE,,MARIA ESTRELLA BAEZ CONTRERAS,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1140331,CONICYT,FONDECYT,FONDECYT_REG.,2014,USE OF MODIFIED NANO-STRUCTURED CALCIUM SILICATES AND MAGNETIC METAL OXIDES AS SORBENTS FOR ELIMINATION OF INORGANIC CONTAMINANTS FROM ACIDIC MINE DRAINAGES,,FERNANDO RAFAEL VALENZUELA LOZANO,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,6,,
1140385,CONICYT,FONDECYT,FONDECYT_REG.,2014,LAND-SEA INTERACTION EFFECTS ON THE LOCAL CARBON CYCLE OF THE WESTERN PATAGONIAN ARCHIPELAGO INTERIOR SEA,,RODRIGO FERNANDO TORRES SAAVEDRA,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
1140451,CONICYT,FONDECYT,FONDECYT_REG.,2014,THE SULFIDE DIFFUSIVE EXCHANGE TECHNOLOGY APPLIED TO WETLANDS FOR TREATMENT OF TOXIC ACID MINE DRAINAGE,,ALEX OTTO SCHWARZ KUSCH,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,6,,
1140455,CONICYT,FONDECYT,FONDECYT_REG.,2014,POTENTIAL FOR EVOLUTIONARY RESPONSES TO THE DECREASE IN THE RAINFALL REGIME IN VASCULAR EPIPHYTES. FUNCTIONAL TRAITS IN THE TEMPERATE FOREST,,ALFREDO OLIVER SALDAÑA MENDOZA,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
1140482,CONICYT,FONDECYT,FONDECYT_REG.,2014,SUTAINABILITY OF WATER AND NUTRIENT USE IN SHORT ROTATION WOODY CROPS FOR BIOENERGY.,,RAFAEL ALEJANDRO RUBILAR PONS,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,1,,
1140615,CONICYT,FONDECYT,FONDECYT_REG.,2014,FACTORS AFFECTING ADOPTION AND PROFITABILITY OF IRRIGATION TECHNOLOGIES (PRESSURIZED IRRIGATION AND SCHEDULING) AMONG MEDIUM AND SMALL HOLDERS IN THE MAULE REGION,,MARIA ALEJANDRA ENGLER PALMA,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,4,,2,,
1140626,CONICYT,FONDECYT,FONDECYT_REG.,2014,DOES CANE SIZE AND POSITION AFFECT FRUIT YIELD AND QUALITY THROUGH DIFFERENCES IN CARBON EXCHANGE AND WATER RELATIONS IN MATURE HIGHBUSH BLUEBERRY PLANTS?,,JORGE BENJAMIN RETAMALES ARANDA,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1140634,CONICYT,FONDECYT,FONDECYT_REG.,2014,"PROCESOS DE COLONIZACION, OCUPACION Y ABANDONO EN LAS CUENCAS PIEMONTANAS DE LOS SALARES DE IMILAC Y PUNTA NEGRA (24'0-24'5°S): VARIABILIDAD CULTURAL Y CAMBIO MEDIOAMBIENTAL DURANTE EL PLEISTOCENO FINAL-HOLOCENO TEMPRANO EN EL EXTREMO",,MARIA ISABEL CARTAJENA FASTING,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1140637,CONICYT,FONDECYT,FONDECYT_REG.,2014,EXTREME DROUGHTS IN CENTRAL OF CHILE,,RENE DARIO GARREAUD SALAZAR,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1140661,CONICYT,FONDECYT,FONDECYT_REG.,2014,IMPROVING NUTRITIONAL QUALITY IN QUINOA SEEDS THROUGH WATER RESTRICTION,,SUSANA URSINA FISCHER GANZZONI,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1140672,CONICYT,FONDECYT,FONDECYT_REG.,2014,GOBERNANZA POLICENTRICA (GP) Y CAPITAL SOCIAL (CS) PUENTE/BRIDGING COMO FACTORES EXPLICATIVOS DE LA CAPACIDAD DE RESPUESTA Y ADAPTACION DE LOS SISTEMAS DE GOBERNANZA LOCAL ANTE LOS EFECTOS DEL CAMBIO CLIMATICO Y EVENTOS EXTREMOS EN C,,PATRICIO EUGENIO VALDIVIESO FERNANDEZ,Investigador Principal,Universidad de Los Lagos,152,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
1140767,CONICYT,FONDECYT,FONDECYT_REG.,2014,GRAVEL BED RIVERS CONTAMINATED BY FINE SEDIMENT AND MINING ACCIDENTS. EXPERIMENTS AND NUMERICAL SIMULATIONS.,,YARKO IVAN NIÑO CAMPOS,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
1140803,CONICYT,FONDECYT,FONDECYT_REG.,2014,EL TAWANTINSUYU Y LA CULTURA ACONCAGUA: INTERACCION SOCIOCULTURAL E IDEOLOGICA DURANTE EL PERIODO TARDIO EN LA CUENCA DEL MAIPO-MAPOCHO,,DANIEL ANDRES PAVLOVIC BARBARIC,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
1140880,CONICYT,FONDECYT,FONDECYT_REG.,2014,"DROUGHT EFFECT ON THE PHYSIOLOGY OF GRAPEVINES: TOWARDS A BETTER UNDERSTANDING OF THE MECHANISMS INVOLVED IN DAMAGE, RESISTANCE, REVERSIBILITY AND YIELD COMPONENTS OF THE FOLLOWING SEASON.",,CLAUDIO CLAUDIO PASTENES VILLARREAL,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1140929,CONICYT,FONDECYT,FONDECYT_REG.,2014,GENETIC IMPRINTING AND ELEVATION SHIFTS ASSOCIATED TO CLIMATE CHANGE IN VERTEBRATE SPECIES OF CENTRAL CHILE,,FERNANDO LEON TORRES PEREZ,Investigador Principal,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
