codigo_proyecto,institucion financiante,programa,Instrumento,anio,nombre_proyecto,estado,Investigador,tipo_participación,institucion ejecutora,id institucion,tipo_participacion,region(es)_ejecución,region(es)_ejecución_rec,Taxonomia FIA,Taxonomia Cameron,Taxonomia_CORFO,Taxonomia Sector Aplicacion (propia),objetivos,objetivos_especificos
1150353,CONICYT,FONDECYT,FONDECYT_REG.,2015,PHYSIOLOGICAL AND MOLECULAR MECHANISM UNDERLING YIELD POTENTIAL AND ACCLIMATION TO WATER STRESS IN WHEAT:  DEVELOPMENT OF NEW TOOLS FOR SELECTION CRITERIA,,Alejandro del Pozo Lira,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1150799,CONICYT,FONDECYT,FONDECYT_REG.,2015,HYDRAULIC RESPONSE AND CARBON BALANCE OF TAMARUGO (PROSOPIS TAMARUGO PHIL.) UNDER WATER STRESS. ADVANCES IN THE KNOWLEDGE OF THE MECHANISMS OF SURVIVAL AND MORTALITY OF TAMARUGO.,,Edmundo Acevedo Hinojosa,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1150853,CONICYT,FONDECYT,FONDECYT_REG.,2015,WATERLOGGING IN PRUNUS ROOTSTOCKS: A DEEP PHYSIOLOGICAL INSIGHT OF THE HORMONAL REGULATION ON ROOT WATER UPTAKE THROUGH AQUAPORINS,,Paula Pimentel Pimentel,Investigador Principal,Centro de Estudios Avanzados en Fruticultura (CEAF),7871,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
1150928,CONICYT,FONDECYT,FONDECYT_REG.,2015,LANDSCAPE GENETICS AND EPIGENETICS OF THE MAYFLY ANDESIOPS TORRENS WITHIN A CHILEAN AGRICULTURAL WATERSHED,,Nicolás Gouin,Investigador Principal,Centro de Estudios Avanzados en Zonas Áridas (CEAZA),70997,BENEFICIARIA / DESARROLLADOR,,,,1,,2,,
1151034,CONICYT,FONDECYT,FONDECYT_REG.,2015,REFLECTIVITY OF ANTARCTICA,,Raul Cordero Carrasco,Investigador Principal,Universidad de Santiago de Chile,170,BENEFICIARIA / DESARROLLADOR,,,,2,,9,,
1151050,CONICYT,FONDECYT,FONDECYT_REG.,2015,MODELING AT THE REGIONAL SCALE THE IMPACT OF CLIMATE CHANGE ON JUVENILE WOOD PROPERTIES FOR RADIATA PINE,,Guillermo Trincado Villagrán,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,1,,
1151354,CONICYT,FONDECYT,FONDECYT_REG.,2015,CAMBIO DE USO DEL SUELO Y VULNERABILIDAD TERRITORIAL. UNA APROXIMACION BASADA EN INDICADORES DE SUSTENTABILIDAD A ESCALA DEL PAISAJE,,,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
1151389,CONICYT,FONDECYT,FONDECYT_REG.,2015,PALEOGEOGRAPHIC PATTERNS V/S CLIMATE CHANGE IN SOUTH AMERICA AND THE ANTARCTIC PENINSULA DURING THE LATEST CRETACEOUS: A POSSIBLE EXPLANATION FOR THE ORIGIN OF THE AUSTRAL BIOTA?,,Marcelo Leppe Cartes,Investigador Principal,INST.ANTARTICO CHILENO,7872,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
1151427,CONICYT,FONDECYT,FONDECYT_REG.,2015,SANTIAGO POLLUTION IN ANDEAN MOUNTAINS,,Fabrice Lambert,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
3090071,CONICYT,FONDECYT,,2009,Search for Novel Genetic Determinants Involved in Bacterial Copper Resistance in Agricultural Soils from the Aconcagua River Basin,T,,,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,Valparaíso,5,Biotecnología; Suelos y fertilidad; Recursos hídricos,,,2,,
7080041,CONICYT,FONDECYT,,2008,Uso de Be en la Evaluación de Eficiencia de Practicas de Manejo en el Control de la Erosión y Flujo de Sedimentos a cursos de Agua Durante el Periodo Siguiente a la Cosecha a Tala Rasa de Plantaciones Forestales,T,,,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,Los Ríos,10,Manejo productivo; Suelos y fertilidad; Cosecha / faenamiento; Recursos hídricos,,,1,,
11130415,CONICYT,FONDECYT,,2013,Analysing the Exploitation Pattern of Chilean Hake and Options to Recover the Stock,T,,,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,Valparaíso,5,Manejo sustentable y uso eficiente de recursos naturales y cuencas,,,4,,
15110017,CONICYT,FONDAP,CENTROS DE EXCELENCIA,2011,CENTRO NACIONAL DE INVESTIGACION PARA LA GESTION INTEGRADA DE DESASTRES NATURALES (CIGIDEN),,,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
07CT7IXM-04,CORFO,INNOVA_CHILE,,2008,Diseño de un Sistema de Gestión Integral para la calidad de Aguas en la Cuenca del Río Maule. Plan Piloto Sector Maule Norte,T,,,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,Maule ,7,Gestión; Gestión Organizacional; Recursos hídricos,,,8,Desarrollar un sistema de gestión de calidad del agua en la subcuenca de Maule Norte,
07IEI-6113,CORFO,INNOVA_CHILE,,2008,Optimización del Uso de Agua de Riego para el Mejoramiento de la calidad y Productividad en Olivo (Olea Europea L.),T,,,Olivares de Quepu S.A.  ,931,BENEFICIARIA / DESARROLLADOR,Maule ,7,Riego y drenaje; Eficiencia hídrica,,,2,,
08ANT-7540,CORFO,INNOVA_CHILE,,2009,"Comercialización de Equipos Económicos para la Eliminación de Boro Presente en Aguas, con Fines Agronómicos e Industriales.",T,,,Asitec Ltda.  ,933,BENEFICIARIA / DESARROLLADOR,Arica y Parinacota,15,Sustentabilidad; Descontaminación; Equipos y líneas de proceso; Recursos hídricos; Transferencia tecnológica y propiedad intelectual,,,2,,
08CT11PUT-19,CORFO,INNOVA_CHILE,,2008,Desarrollo de un Sistema de Monitoreo para la Gestión Ambiental de la calidad de Aguas y Suelo Destinados a la Producción Frutícola,T,,,Universidad de Viña del Mar,181,BENEFICIARIA / DESARROLLADOR,Maule ,7,Riego y drenaje; Suelos y fertilidad; Tecnologías de información y comunicación (TICs); Tecnologías de información y comunicación (TICs); Trazabilidad; Manejo sustentable y uso eficiente de recursos naturales y cuencas; Producción limpia,,,2,"Producir información sistematizada relativa al uso, comportamiento y destino ambiental de plaguicidas y otros insumos agrícolas usados en la producción frutícola que permita obtener una plataforma científica tecnológica con la cual las empresas, exportadoras y productores, podrán enfrentar futuros procesos de auditoría y certificación ambiental y posicionar en un futuro a través de la participación de privados en convenios con la Universidad de Vina del Mar y otras instituciones de investigación a Copefrut S.A. , otras empresas exportadoras y productos de la región del Maule como ambientalmente limpias .",
08DCO7524-02,CORFO,INNOVACION EMPRESARIAL,BIENES PÚBLICOS PARA LA INNOVACIÓN,2010,DESARROLLO I+D FUNDACIÓN CHILE C-WATER,,,,SOC DE INVERSIONES COPPERFIELD LIMITADA,7873,ASOCIADO,,,,,,9,,
08DCO7524-02,CORFO,INNOVACION EMPRESARIAL,DISEÑAR UN PROCESO DE GENERACIÓN DE ELECTRICIDAD Y DESALINIZACIÓN DE AGUA USANDO ENERGÍAS RENOVABLES.,2010,DESARROLLO I+D FUNDACIÓN CHILE C-WATER,,,,International Cooper Association L.A ,7874,ASOCIADO,,,,,,9,,
08DCO7524-02,CORFO,INNOVACION EMPRESARIAL,DISEÑAR UN PROCESO DE GENERACIÓN DE ELECTRICIDAD Y DESALINIZACIÓN DE AGUA USANDO ENERGÍAS RENOVABLES.,2010,DESARROLLO I+D FUNDACIÓN CHILE C-WATER,,,,FUNDACIÓN CHILE,509,BENEFICIARIA / DESARROLLADOR,,,,,,9,,
08NF2-7278,CORFO,INNOVA_CHILE,,2008,Nodo Tecnológico de Riego en Secano Segunda Fase,T,,,INIA Instituto de Investigaciones Agropecuarias  ,923,BENEFICIARIA / DESARROLLADOR,Bernardo O´higgins,6,Comercialización y Marketing; Manejo productivo; Riego y drenaje; Asociatividad; Eficiencia hídrica; Extensión y difusión tecnológica,,,2,Mejorar el aprovechamiento del agua aumentando la eficiencia del uso del recurso y acortando las brechas tecnológicas detectadas en la primera fase del nodo de los productores del secano de la región de OHiggins.,
08PDTE-7344,CORFO,INNOVA_CHILE,,2008,Programa de Difusión Tecnológica en Riego: Riego para Agricultura de Paltos y Cítricos para las Provincias de Petorca y Quillota.,T,,,CODESSER Corporación de Desarrollo Social del Sector Rural  ,934,BENEFICIARIA / DESARROLLADOR,Valparaíso,5,Riego y drenaje; Agricultura de precisión; Extensión y difusión tecnológica,,,2,"Ejecución de un programa de difusión tecnológica en riego, denominado riego para la agricultura de precisión en paltos y cítricos para las provincias de Petorca y Quillota con el objeto de superar las graves deficiencias detectadas en los métodos de riego y en la utilización de las cuantiosas inversiones realizadas con recursos aportados por la Ley 18.450 es decir, lograr el mejoramiento de los sistemas de riego en las plantaciones frutales de la región de Valparaíso con particular énfasis en paltos y cítricos.",
09CCR-6412,CORFO,CAPACIDADES TECNOLÓGICAS,BIENES PÚBLICOS PARA LA INNOVACIÓN,2010,MEJORAMIENTO DE LA COMPETITIVIDAD DEL SECTOR VITIVINÍCOLA CHILENO MEDIANTE LA IMPLEMENTACIÓN DE UN SISTEMA INFORMÁTICO PARA LA ESTIMACIÓN DE  ÍNDICES BIOCLIMÁTICOS E INFORMACIÓN AGROCLIMÁTICA EN LÍNEA PARA LA CARACTERIZACIÓN DE LOS TERROIRS.,,,,ASOCIACION GREMIAL DE VINOS DE CHILE,7875,ASOCIADO,,,,,,2,,
09CCR-6412,CORFO,CAPACIDADES TECNOLÓGICAS,BIENES PÚBLICOS PARA LA INNOVACIÓN,2010,MEJORAMIENTO DE LA COMPETITIVIDAD DEL SECTOR VITIVINÍCOLA CHILENO MEDIANTE LA IMPLEMENTACIÓN DE UN SISTEMA INFORMÁTICO PARA LA ESTIMACIÓN DE  ÍNDICES BIOCLIMÁTICOS E INFORMACIÓN AGROCLIMÁTICA EN LÍNEA PARA LA CARACTERIZACIÓN DE LOS TERROIRS.,,,,PTT Vinos de Chile,7971,BENEFICIARIA / DESARROLLADOR,,,,,,2,,
09CCR-6412,CORFO,CAPACIDADES TECNOLÓGICAS,BIENES PÚBLICOS PARA LA INNOVACIÓN,2010,MEJORAMIENTO DE LA COMPETITIVIDAD DEL SECTOR VITIVINÍCOLA CHILENO MEDIANTE LA IMPLEMENTACIÓN DE UN SISTEMA INFORMÁTICO PARA LA ESTIMACIÓN DE  ÍNDICES BIOCLIMÁTICOS E INFORMACIÓN AGROCLIMÁTICA EN LÍNEA PARA LA CARACTERIZACIÓN DE LOS TERROIRS.,,,,INNOVACION Y TECNOLOGIA VITIVINICOLA S.A,7876,ASOCIADO,,,,,,2,,
09CCR-6412,CORFO,CAPACIDADES TECNOLÓGICAS,BIENES PÚBLICOS PARA LA INNOVACIÓN,2010,MEJORAMIENTO DE LA COMPETITIVIDAD DEL SECTOR VITIVINÍCOLA CHILENO MEDIANTE LA IMPLEMENTACIÓN DE UN SISTEMA INFORMÁTICO PARA LA ESTIMACIÓN DE  ÍNDICES BIOCLIMÁTICOS E INFORMACIÓN AGROCLIMÁTICA EN LÍNEA PARA LA CARACTERIZACIÓN DE LOS TERROIRS.,,,,ADCON TELEMETRY Gmbh,25006,ASOCIADO,,,,,,2,,
09CN14-5708,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2011,CENTRO DEL AGUA PARA LA AGRICULTURA,,,,Comisión Nacional de Riego,539,ASOCIADO,,,,,,2,,
09CN14-5708,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2011,CENTRO DEL AGUA PARA LA AGRICULTURA,,,,CODESSER Corporación de Desarrollo Social del Sector Rural  ,934,ASOCIADO,,,,,,2,,
09CN14-5708,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2011,CENTRO DEL AGUA PARA LA AGRICULTURA,,,,FEDEFRUTA,1250,ASOCIADO,,,,,,2,,
09CN14-5709,CORFO,INNOVA_CHILE,,2009,"Plan de Mejoramiento de Recursos Hídricos en el Valle del Lluta: Conocimiento Avanzado y Tecnología Aplicada para la Mitigación, Remediación, y Manejo de Drenaje Ácido y Metales Pesados en el Sector Volcán Tacora.",T,,,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,Arica y Parinacota,15,Biotecnología; Desarrollo rural; Descontaminación; Recursos hídricos,,,9,FOMENTAR EL DESARROLLO SOCIOECONÓMICO Y POTENCIAR NUEVAS ACTIVIDADES ECONÓMICAS EN EL VALLE DEL RÍO LLUTA A TRAVÉS DE LA FORMULACIÓN DE UN PLAN DE MEJORAMIENTO Y PROTECCIÓN DE LA CALIDAD DE SUS RECURSOS HÍDRICOS DEL VALLE DEL LLUTA USANDO CONOCIMIENTO AVANZADO Y TECNOLOGÍA APLICADA PARA LA MITIGACIÓN REMEDIACIÓN Y MANEJO DE DRENAJE ÁCIDO Y METALES PESADOS EN EL SECTOR VOLCÁN TACORA,
09CN14-5779,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,OBSERVATORIO TURÍSTICO REGIÓN DEL MAULE:  UNA HERRAMIENTA PARA LA COMPETITIVIDAD,,,,I MUNICIPALIDAD DE LONGAVI,7877,ASOCIADO,,,,,,7,,
09CN14-5809,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,CENTRO TECNOLÓGICO DEL AGUA Y DEL MEDIOAMBIENTE,,,,Instituto Forestal ,7867,COEJECUTOR / CODESARROLLADOR,,,,,,9,,
09CN14-5809,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,CENTRO TECNOLÓGICO DEL AGUA Y DEL MEDIOAMBIENTE,,,,Centro del Agua para Zonas Áridas de América Latina y el Caribe,823730,ASOCIADO,,,,,,9,,
09CN14-5809,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,CENTRO TECNOLÓGICO DEL AGUA Y DEL MEDIOAMBIENTE,,,,SUBSECRETARIA DEL MEDIO AMBIENTE,7972,ASOCIADO,,,,,,9,,
09CN14-5809,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,CENTRO TECNOLÓGICO DEL AGUA Y DEL MEDIOAMBIENTE,,,,BIOFOREST S.A.,492,ASOCIADO,,,,,,9,,
09CN14-5809,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,CENTRO TECNOLÓGICO DEL AGUA Y DEL MEDIOAMBIENTE,,,,Essbio SA,1255,ASOCIADO,,,,,,9,,
09CN14-5852,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,"DESARROLLO DE UN MODELO DE GESTIÓN DE CUENCAS Y FORTALECIMIENTO DE CAPACIDADES, PARA ASEGURAR Y AUMENTAR EL ABASTECIMIENTO DE AGUA POTABLE EN AREAS RURALES CON POTENCIAL TURÍSTICO, DE LA REGIÓN DE LOS RÍOS",,,,Corporación Nacional del Cobre,324,ASOCIADO,,,,,,5,,
09CN14-5852,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,"DESARROLLO DE UN MODELO DE GESTIÓN DE CUENCAS Y FORTALECIMIENTO DE CAPACIDADES, PARA ASEGURAR Y AUMENTAR EL ABASTECIMIENTO DE AGUA POTABLE EN AREAS RURALES CON POTENCIAL TURÍSTICO, DE LA REGIÓN DE LOS RÍOS",,,,Ministerio de Obras Públicas,304,ASOCIADO,,,,,,5,,
09CN14-5852,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,"DESARROLLO DE UN MODELO DE GESTIÓN DE CUENCAS Y FORTALECIMIENTO DE CAPACIDADES, PARA ASEGURAR Y AUMENTAR EL ABASTECIMIENTO DE AGUA POTABLE EN AREAS RURALES CON POTENCIAL TURÍSTICO, DE LA REGIÓN DE LOS RÍOS",,,,CÁMARA DE TURISMO DE VALDIVIA,7878,ASOCIADO,,,,,,5,,
09CN14-5852,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,"DESARROLLO DE UN MODELO DE GESTIÓN DE CUENCAS Y FORTALECIMIENTO DE CAPACIDADES, PARA ASEGURAR Y AUMENTAR EL ABASTECIMIENTO DE AGUA POTABLE EN AREAS RURALES CON POTENCIAL TURÍSTICO, DE LA REGIÓN DE LOS RÍOS",,,,FUNDACION CENTRO DE LOS BOSQUES NATIVOS FORECOS,7879,ASOCIADO,,,,,,5,,
09CN14-5852,CORFO,CAPACIDADES TECNOLÓGICAS,Proyectos de Fortalecimiento y Formación de Capacidades Regionales para la Innovación,2010,"DESARROLLO DE UN MODELO DE GESTIÓN DE CUENCAS Y FORTALECIMIENTO DE CAPACIDADES, PARA ASEGURAR Y AUMENTAR EL ABASTECIMIENTO DE AGUA POTABLE EN AREAS RURALES CON POTENCIAL TURÍSTICO, DE LA REGIÓN DE LOS RÍOS",,,,I MUNICIPALIDAD DE CASABLANCA,7880,ASOCIADO,,,,,,5,,
09CS-6500,CORFO,EMPRENDIMIENTO (I),CAPITAL SEMILLA APOYO A LA PUESTA EN MARCHA,2010,ELECTRORIL,,,,INVERSIONES ORO AZUL LIMITADA,1253,BENEFICIARIA / DESARROLLADOR,,,,,,5,,
09CS-7345,CORFO,EMPRENDIMIENTO (I),CAPITAL SEMILLA APOYO A LA PUESTA EN MARCHA,2010,EMPRESA TECNOLÓGICA LA FONTAINE LTDA. AHORRO DE AGUA POTABLE,,,,MULTISERVICIOS ASEXMA S A,Sin actividad,PATROCINADOR / ENTIDAD ASESORA,,,,,,5,,
09CS-7345,CORFO,EMPRENDIMIENTO (I),CAPITAL SEMILLA APOYO A LA PUESTA EN MARCHA,2010,EMPRESA TECNOLÓGICA LA FONTAINE LTDA. AHORRO DE AGUA POTABLE,,,,SOCIEDAD TECNOLOGICA LA FONTAINE LIMITADA,Sin actividad,BENEFICIARIA / DESARROLLADOR,,,,,,5,,
09FC02-6000,CORFO,CAPACIDADES TECNOLÓGICAS,CONCURSO DE FORTALECIMIENTO DE CAPACIDADES REGIONALES 2008,2010,"CENTRO TECNOLOGICO PARA EL SECTOR AGROALIMENTARIO DE LA PROVINCIA DEL CHOAPA, REGION DE COQUIMBO",,,,INIA Instituto de Investigaciones Agropecuarias  ,923,BENEFICIARIA / DESARROLLADOR,,,,,,2,,
09FC02-6000,CORFO,CAPACIDADES TECNOLÓGICAS,CONCURSO DE FORTALECIMIENTO DE CAPACIDADES REGIONALES 2008,2010,"CENTRO TECNOLOGICO PARA EL SECTOR AGROALIMENTARIO DE LA PROVINCIA DEL CHOAPA, REGION DE COQUIMBO",,,,FUNDACION MINERA LOS PELAMBRES,7881,ASOCIADO,,,,,,2,,
100/102/2010-229,CONICYT,PCI,PROGRAMA BMBF,2010,EVALUACION DE CALIDAD AMBIENTAL Y VULNERABILIDAD URBANA EN SANTIAGO DE CHILE.,,SONIA REYES PAECKE,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,5,,8,,
100/102/2010-231,CONICYT,PCI,PROGRAMA BMBF,2010,MANEJO DE AGUA EN LA AGRICULTURA CON EL APOYO DE SENSORES REMOTOS.,,EDUARDO HOLZAPFEL HOCES,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,4,,2,,
100/102/2010-235,CONICYT,PCI,PROGRAMA BMBF,2010,"PROYECCIONES DE ESCENARIOS Y POLITICAS COMUNICACIONALES PARA IMPLEMENTAR MEDIDAS PARA EL CAMBIO ESTRUCTURAL ENERGETICO, PARA LA PROTECCION DEL CLIMA Y MEDIDAS PARA LA ADAPTACION A CONSECUENCIAS DEL CAMBIO CLIMATICO.",,RAUL GONZALEZ MEYER,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
100/102/2010-243,CONICYT,PCI,PROGRAMA BMBF,2010,"EFECTOS DEL MANEJO INTENSIVO DE PLANTACIONES FORESTALES EN EL CONSUMO DE AGUA, PROCESOS EROSIVOS Y TRANSPORTE DE SEDIMENTOS EN SUSPENSION A ESCALA DE MICRO-PARCELAS Y CUENCAS EXPERIMENTALES EN EL CENTRO-SUR DE CHILE",,ANDRES IROUME ARRAU,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,4,,1,,
100/102/2011-567,CONICYT,PCI,PROGRAMA BMBF,2011,SISTEMA PARA LA OBTENCION DE INFORMACION DE LA CUENCA DESDE LA WEB PARA ENFRENTAR LA SEQUIA EN EL AREA NORTE CENTRAL DE CHILE (ENGL: WEB BASEDRIVERBASININFORMATIONSYSTEMTOSUPPORTDROUGHTMANAGEMENT IN NORTHERN - CENTRAL CHILE),,EDUARDO SALGADO VARAS,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
100/102/2012-031,CONICYT,PCI,PROGRAMA BMBF,2012,MODELACION A MULTI-ESCALA DE SISTEMAS COMPLEJOS DE SUELO Y ROCAS FRACTURADAS PARA EL MANEJO SUSTENTABLE DE RECURSOS HIDRICOS EN CUENCAS ANDINAS ,,JOSÉ ARUMI,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
100/102/2013-022,CONICYT,PCI,PROGRAMA BMBF,2013,CLUSTERING OF GEORGE VI ICE SHELF TRIBUTARY GLACIER TYPES,,GUIDO STAUB,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
100/104/2012-010,CONICYT,PCI,PROGRAMA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/CNRS,2012,HACIA UNA METODOLOGIA INTEGRAD PARA LA GOBERNANZA DE RIESGOS SOCIOAMBIENTALES ,,Orlando Arturo Vallejos,Investigador Principal,Universidad de Los Andes,151,BENEFICIARIA / DESARROLLADOR,,,,3,,8,,
100/104/2012-032,CONICYT,PCI,PROGRAMA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/CNRS,2012,POLYMER-METAL OXIDE NANOCOMPOSITES FOR THE PHOTOCATALYTIC WATER OXIDATION ,,Bernabé Rivas,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
100/110/C10U01,CONICYT,PCI,PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT,2010,"INCIDENCIA DE LOS CAMBIOS CLIMATICOS Y ANTROPICOS EN LA VARIABILIDAD DEL RECURSO HIDRICO EN CONTEXTO SEMIARIDO (NORTE-CHICO, CHILE) Y MEDITERRANEO (LANGUEDOC, FRANCIA)",,SIMON GASCOIN,Investigador Principal,Centro de Estudios Avanzados en Zonas Áridas (CEAZA),70997,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
100/110/ECOS130006,CONICYT,PCI,PROGRAMA DE COOPERACION CIENTIFICA ECOS/CONICYT,2013,POLYMER-CATALYST NANOCOMPOSITES FOR THE PHOTOCATALYTIC WATER-SPLITTING REACTION,,Bernabe Rivas,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
100/115/2010-251,CONICYT,PCI,"PROGRAMA DE COLABORACION INTERAMERICANA EN CIENCIAS DE LOS MATERIALES CIAM, PARA PROYECTOS DE MOVILIDAD CONICYT/CIAM",2010,SINTESIS Y CARACTERIZACION DE FOTOCATALIZADORES OXIDOS ACTIVOS AL VISIBLE EVALUACION DE SU ACTIVIDAD FOTOCATALITICA PARA LA REMOCION DE CONTAMINANTES DE AGUA Y AIRE,,HECTOR MANSILLA GONZALEZ,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,5,,
100/121/REDES120016,CONICYT,PCI,PROGRAMA DE APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION,2012,ISOTOPOS Y RADIONUCLIDOS PARA ESTUDIOS HIDROGEOLOGICOS DE CUENCAS DE REGIONES ARIDAS Y SEMIARIDAS,,,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
100/121/REDES130066,CONICYT,PCI,PROGRAMA DE APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION,2013,REDES INTERNACIONALES PARA EL CAMBIO CLIMATICO: RESILIENCIA Y GOBERNANZA,,,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,3,,8,,
100/121/REDES130067,CONICYT,PCI,PROGRAMA DE APOYO A LA FORMACION DE REDES INTERNACIONALES ENTRE CENTROS DE INVESTIGACION,2013,MODELING AND OPTIMIZATION OF BIOPROCESSES FOR THE TREATMENT OF WATER RESOURCES,,,Investigador Principal,,#N/A,BENEFICIARIA / DESARROLLADOR,,,,6,,5,,
100/126/USA2012 0006,CONICYT,PCI,PROGRAMA APOYO AL DESARROLLO DE PROYECTOS DE INVESTIGACIÓN CHILE - ESTADOS UNIDOS,2012,ECOLOGICAL CONSEQUENCES OF LOW-OXYGEN WATER MASSES ON MESOZOOPLANKTON IN THE HUMBOLDT CURRENT ECOSYSTEM,,HIDALGO DIAZ PAMELA,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,1,,8,,
100/126/USA2012 0011,CONICYT,PCI,PROGRAMA APOYO AL DESARROLLO DE PROYECTOS DE INVESTIGACIÓN CHILE - ESTADOS UNIDOS,2012,EFFECT OF NATIVE FOREST REPLACEMENT BY PINE PLANTATIONS ON BIODIVERSITY AND ECOSYSTEM PROCESSES OF ANDEAN RIPARIAN AND RIVERINE HABITATS IN THE SOUTH OF CHILE,,MAO LUCA,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,1,,1,,
100/126/USA2013 0014,CONICYT,PCI,PROGRAMA APOYO AL DESARROLLO DE PROYECTOS DE INVESTIGACIÓN CHILE - ESTADOS UNIDOS,2013,ADVANCING DROUGHT AND AVALANCHE PREPAREDNESS THROUGH MULTISCALE SNOW MEASUREMENTS AND MODELS,,JAMES MCPHEE TORRES,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
100/126/USA2013 0035,CONICYT,PCI,PROGRAMA APOYO AL DESARROLLO DE PROYECTOS DE INVESTIGACIÓN CHILE - ESTADOS UNIDOS,2013,CLIMATE AND HUMAN IMPACTS ON THE PATAGONIAN VEGETATION AND FIRE REGIMES OVER THE LAST 3000 YEARS,,PATRICIO MORENO MONCADA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
10CETM-8194,CORFO,EMPRENDIMIENTO (I),EMPRENDIMIENTO TURISMO DE INTERESES ESPECIALES XII,2011,CREACIÓN DEL PARQUE GEOLÓGICO Y PALEONTOLÓGICO SIERRA BAGUALES EN LA PROVINCIA DE ULTIMA ESPERANZA,,,,AGROINDUS MAC LEAN S.A.,7882,BENEFICIARIA / DESARROLLADOR,,,,,,9,,
