frase,En desacuerdo+ Muy en desacuerdo,Ni de acuerdo ni en desacuerdo ,De acuerdo + muy en desacuerdo ,NS/NC
"Hoy en día, uno no sabe en quién confiar ",15%,17%,66%,2%
